CO/VISN,Office/Facility,Station,Occupation,Specialty,Specialty Name,NbrEmps,ID
1,"HCS Boston, MA (Jamaica Plain)",523,602,31,PSYCHIATRY                   ,2,
1,"HCS Boston, MA (Jamaica Plain)",523,602,R4,VASCULAR SURGERY             ,1,
1,"HCS Boston, MA (Jamaica Plain)",523,610,88,STAFF NURSE                  ,6,
1,"HCS Boston, MA (Jamaica Plain)",523,610,J4,RN/ASST MGR/PERM CHG         ,1,
1,"HCS Boston, MA (Jamaica Plain)",523,610,N5,NP-OTHER                     ,1,
1,"HCS Boston, MA (Jamaica Plain)",523,610,Q1,RN/STAFF-OUTPATIENT          ,3,
1,"HCS Boston, MA (Jamaica Plain)",523,610,Q2,RN/STAFF-MIXED               ,1,
2,"VAMC Bronx, NY",526,602,6,OPHTHALMOLOGY                ,1,
2,"VAMC Bronx, NY",526,602,16,EMERGENCY MEDICINE           ,1,
2,"VAMC Bronx, NY",526,602,20,DERMATOLOGY                  ,1,
2,"VAMC Bronx, NY",526,602,23,ALLERGY & IMMUNOLOGY         ,1,
2,"VAMC Bronx, NY",526,602,26,PULMONARY DISEASES           ,1,
2,"VAMC Bronx, NY",526,602,27,NEPHROLOGY                   ,1,
2,"VAMC Bronx, NY",526,602,40,GERIATRICS                   ,1,
2,"VAMC Bronx, NY",526,602,44,PHYS MED & REHAB             ,1,
2,"VAMC Bronx, NY",526,602,P1,PRIMARY CARE                 ,1,
2,"VAMC Bronx, NY",526,610,75,NURSE PRACTIONER             ,1,
2,"VAMC Bronx, NY",526,610,88,STAFF NURSE                  ,4,
2,"VAMC Bronx, NY",526,610,N5,NP-OTHER                     ,1,
2,"VAMC Bronx, NY",526,610,N7,CNS-LTC/GERI                 ,1,
2,"VAMC Bronx, NY",526,610,Q1,RN/STAFF-OUTPATIENT          ,4,
2,"VAMC Bronx, NY",526,610,Q2,RN/STAFF-MIXED               ,2,
2,HCS Western NY (Buffalo),528,602,7,ORTHOPEDIC SURGERY           ,2,528we
2,HCS Western NY (Buffalo),528,602,20,DERMATOLOGY                  ,1,528we
2,HCS Western NY (Buffalo),528,602,23,ALLERGY & IMMUNOLOGY         ,1,528we
2,HCS Western NY (Buffalo),528,602,26,PULMONARY DISEASES           ,1,528we
2,HCS Western NY (Buffalo),528,602,28,RHEUMATOLOGY                 ,1,528we
2,HCS Western NY (Buffalo),528,602,31,PSYCHIATRY                   ,3,528we
2,HCS Western NY (Buffalo),528,602,40,GERIATRICS                   ,2,528we
2,HCS Western NY (Buffalo),528,610,75,NURSE PRACTIONER             ,1,528we
2,HCS Western NY (Buffalo),528,610,N5,NP-OTHER                     ,1,528we
4,"VAMC Butler, PA",529,602,6,OPHTHALMOLOGY                ,1,
4,"VAMC Butler, PA",529,610,75,NURSE PRACTIONER             ,2,
4,"VAMC Butler, PA",529,610,87,"RN,MGR/HEAD NURSE            ",1,
4,"VAMC Butler, PA",529,610,88,STAFF NURSE                  ,1,
4,"VAMC Butler, PA",529,610,G6,RN/PROG MGR/COORD            ,1,
4,"VAMC Butler, PA",529,610,N2,NP/WOMENS' HEALTH            ,1,
4,"VAMC Butler, PA",529,610,N4,NP MENTAL HEALTH SUD         ,1,
4,"VAMC Butler, PA",529,610,Q1,RN/STAFF-OUTPATIENT          ,2,
20,"VAMC Boise,ID",531,602,1,ANESTHESIOLOGY               ,1,
20,"VAMC Boise,ID",531,602,5,MEDICAL ONCOLOGY             ,1,
20,"VAMC Boise,ID",531,602,6,OPHTHALMOLOGY                ,1,
20,"VAMC Boise,ID",531,602,20,DERMATOLOGY                  ,1,
20,"VAMC Boise,ID",531,602,21,GEN INTERNAL MED             ,1,
20,"VAMC Boise,ID",531,602,26,PULMONARY DISEASES           ,1,
20,"VAMC Boise,ID",531,602,31,PSYCHIATRY                   ,3,
20,"VAMC Boise,ID",531,602,49,FAMILY PRACTICE              ,1,
20,"VAMC Boise,ID",531,602,E6,CARDIOLOGY NON-INTER         ,1,
20,"VAMC Boise,ID",531,610,75,NURSE PRACTIONER             ,1,
20,"VAMC Boise,ID",531,610,87,"RN,MGR/HEAD NURSE            ",1,
20,"VAMC Boise,ID",531,610,Q1,RN/STAFF-OUTPATIENT          ,7,
20,"VAMC Boise,ID",531,610,Q2,RN/STAFF-MIXED               ,4,
7,"VAMC Charleston, SC",534,602,6,OPHTHALMOLOGY                ,1,
7,"VAMC Charleston, SC",534,602,7,ORTHOPEDIC SURGERY           ,1,
7,"VAMC Charleston, SC",534,602,9,PLASTIC SURGERY              ,1,
7,"VAMC Charleston, SC",534,602,13,PHYSIATRY                    ,1,
7,"VAMC Charleston, SC",534,602,16,EMERGENCY MEDICINE           ,3,
7,"VAMC Charleston, SC",534,602,21,GEN INTERNAL MED             ,1,
7,"VAMC Charleston, SC",534,602,30,NEUROLOGY                    ,1,
7,"VAMC Charleston, SC",534,602,31,PSYCHIATRY                   ,1,
7,"VAMC Charleston, SC",534,602,38,RADIOLOGY-DIAGNOSTIC         ,3,
7,"VAMC Charleston, SC",534,602,P1,PRIMARY CARE                 ,2,
7,"VAMC Charleston, SC",534,610,71,"RN,RECRUITER                 ",1,
7,"VAMC Charleston, SC",534,610,75,NURSE PRACTIONER             ,4,
7,"VAMC Charleston, SC",534,610,85,RN EDUCATOR                  ,5,
7,"VAMC Charleston, SC",534,610,87,"RN,MGR/HEAD NURSE            ",1,
7,"VAMC Charleston, SC",534,610,88,STAFF NURSE                  ,66,
7,"VAMC Charleston, SC",534,610,99,OTHER                        ,2,
7,"VAMC Charleston, SC",534,610,F2,RN ADMIN TRAINEE             ,1,
7,"VAMC Charleston, SC",534,610,G6,RN/PROG MGR/COORD            ,2,
7,"VAMC Charleston, SC",534,610,J4,RN/ASST MGR/PERM CHG         ,7,
7,"VAMC Charleston, SC",534,610,M2,RN/CASE MGR/CARE             ,2,
7,"VAMC Charleston, SC",534,610,N4,NP MENTAL HEALTH SUD         ,1,
7,"VAMC Charleston, SC",534,610,Q1,RN/STAFF-OUTPATIENT          ,6,
12,"VAMC Chicago, IL",537,602,6,OPHTHALMOLOGY                ,5,
12,"VAMC Chicago, IL",537,602,8,OTOLARYNGOLOGY               ,1,
12,"VAMC Chicago, IL",537,602,12,UROLOGY                      ,2,
12,"VAMC Chicago, IL",537,602,18,HEMATOLOGY                   ,1,
12,"VAMC Chicago, IL",537,602,21,GEN INTERNAL MED             ,1,
12,"VAMC Chicago, IL",537,602,23,ALLERGY & IMMUNOLOGY         ,1,
12,"VAMC Chicago, IL",537,602,25,GASTROENTEROLOGY             ,1,
12,"VAMC Chicago, IL",537,602,28,RHEUMATOLOGY                 ,3,
12,"VAMC Chicago, IL",537,602,29,ENDOCRIN AND METAB           ,2,
12,"VAMC Chicago, IL",537,602,30,NEUROLOGY                    ,2,
12,"VAMC Chicago, IL",537,602,40,GERIATRICS                   ,1,
12,"VAMC Chicago, IL",537,602,CA,CARDIOLOGY NON-INVA,1,
12,"VAMC Chicago, IL",537,602,E6,CARDIOLOGY NON-INTER         ,1,
12,"VAMC Chicago, IL",537,602,M9,CARDIOLOGY-INTERVEN          ,2,
12,"VAMC Chicago, IL",537,602,P1,PRIMARY CARE                 ,1,
12,"VAMC Chicago, IL",537,602,R3,HEMATOLOGY/ONCOLOGY          ,2,
12,"VAMC Chicago, IL",537,610,87,"RN,MGR/HEAD NURSE            ",1,
12,"VAMC Chicago, IL",537,610,88,STAFF NURSE                  ,7,
12,"VAMC Chicago, IL",537,610,N4,NP MENTAL HEALTH SUD         ,1,
12,"VAMC Chicago, IL",537,610,Q1,RN/STAFF-OUTPATIENT          ,15,
12,"VAMC Chicago, IL",537,610,Q2,RN/STAFF-MIXED               ,1,
10,"VAMC Chillicothe, OH",538,602,P1,PRIMARY CARE                 ,1,
10,"VAMC Chillicothe, OH",538,610,88,STAFF NURSE                  ,1,
10,"VAMC Chillicothe, OH",538,610,G7,"RN, ADMIN/OTHER              ",1,
10,"VAMC Chillicothe, OH",538,610,M2,RN/CASE MGR/CARE             ,1,
10,"VAMC Cincinnati, OH",539,602,2,SURGERY                      ,1,
10,"VAMC Cincinnati, OH",539,602,3,GYNECOLOGY                   ,1,
10,"VAMC Cincinnati, OH",539,602,12,UROLOGY                      ,1,
10,"VAMC Cincinnati, OH",539,602,18,HEMATOLOGY                   ,1,
10,"VAMC Cincinnati, OH",539,602,20,DERMATOLOGY                  ,1,
10,"VAMC Cincinnati, OH",539,602,26,PULMONARY DISEASES           ,2,
10,"VAMC Cincinnati, OH",539,602,31,PSYCHIATRY                   ,2,
10,"VAMC Cincinnati, OH",539,602,M9,CARDIOLOGY-INTERVEN          ,1,
10,"VAMC Cincinnati, OH",539,602,P1,PRIMARY CARE                 ,1,
10,"VAMC Cincinnati, OH",539,610,75,NURSE PRACTIONER             ,2,
10,"VAMC Cincinnati, OH",539,610,81,CHIEF NURSE TRNEE            ,2,
10,"VAMC Cincinnati, OH",539,610,88,STAFF NURSE                  ,9,
10,"VAMC Cincinnati, OH",539,610,F1,ASSOC CH NURSING SV          ,1,
10,"VAMC Cincinnati, OH",539,610,M2,RN/CASE MGR/CARE             ,2,
10,"VAMC Cincinnati, OH",539,610,N5,NP-OTHER                     ,2,
10,"VAMC Cincinnati, OH",539,610,Q2,RN/STAFF-MIXED               ,5,
5,"VAMC Clarksburg, WV",540,602,21,GEN INTERNAL MED             ,3,
5,"VAMC Clarksburg, WV",540,602,31,PSYCHIATRY                   ,2,
5,"VAMC Clarksburg, WV",540,610,87,"RN,MGR/HEAD NURSE            ",1,
5,"VAMC Clarksburg, WV",540,610,88,STAFF NURSE                  ,22,
5,"VAMC Clarksburg, WV",540,610,G6,RN/PROG MGR/COORD            ,1,
5,"VAMC Clarksburg, WV",540,610,Q1,RN/STAFF-OUTPATIENT          ,2,
5,"VAMC Clarksburg, WV",540,610,Q2,RN/STAFF-MIXED               ,1,
5,"VAMC Clarksburg, WV",540,610,Q6,RN/STAFF-INP CLC             ,1,
10,"VAMC Cleveland, OH",541,602,3,GYNECOLOGY                   ,1,
10,"VAMC Cleveland, OH",541,602,8,OTOLARYNGOLOGY               ,1,
10,"VAMC Cleveland, OH",541,602,21,GEN INTERNAL MED             ,1,
10,"VAMC Cleveland, OH",541,602,25,GASTROENTEROLOGY             ,1,
10,"VAMC Cleveland, OH",541,602,30,NEUROLOGY                    ,1,
10,"VAMC Cleveland, OH",541,602,31,PSYCHIATRY                   ,1,
10,"VAMC Cleveland, OH",541,602,33,CLINICAL PATHOLOGY           ,1,
10,"VAMC Cleveland, OH",541,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
10,"VAMC Cleveland, OH",541,602,E4,CARDIOVAS/THOR SGR           ,1,
10,"VAMC Cleveland, OH",541,602,K6,HOSPITALIST                  ,1,
10,"VAMC Cleveland, OH",541,610,75,NURSE PRACTIONER             ,2,
10,"VAMC Cleveland, OH",541,610,79,CLINICAL NURSE SPEC          ,1,
10,"VAMC Cleveland, OH",541,610,88,STAFF NURSE                  ,9,
10,"VAMC Cleveland, OH",541,610,N2,NP/WOMENS' HEALTH            ,1,
10,"VAMC Cleveland, OH",541,610,N5,NP-OTHER                     ,2,
10,"VAMC Cleveland, OH",541,610,Q1,RN/STAFF-OUTPATIENT          ,3,
4,"VAMC Coatesville, PA",542,602,21,GEN INTERNAL MED             ,2,
4,"VAMC Coatesville, PA",542,602,31,PSYCHIATRY                   ,1,
4,"VAMC Coatesville, PA",542,610,75,NURSE PRACTIONER             ,2,
4,"VAMC Coatesville, PA",542,610,87,"RN,MGR/HEAD NURSE            ",2,
4,"VAMC Coatesville, PA",542,610,88,STAFF NURSE                  ,4,
4,"VAMC Coatesville, PA",542,610,M2,RN/CASE MGR/CARE             ,3,
7,"VAMC Columbia, SC",544,602,6,OPHTHALMOLOGY                ,1,
7,"VAMC Columbia, SC",544,602,12,UROLOGY                      ,1,
7,"VAMC Columbia, SC",544,602,19,INFECTIOUS DISEASES          ,1,
7,"VAMC Columbia, SC",544,602,21,GEN INTERNAL MED             ,2,
7,"VAMC Columbia, SC",544,602,25,GASTROENTEROLOGY             ,2,
7,"VAMC Columbia, SC",544,602,26,PULMONARY DISEASES           ,2,
7,"VAMC Columbia, SC",544,602,27,NEPHROLOGY                   ,1,
7,"VAMC Columbia, SC",544,602,29,ENDOCRIN AND METAB           ,1,
7,"VAMC Columbia, SC",544,602,31,PSYCHIATRY                   ,5,
7,"VAMC Columbia, SC",544,602,E6,CARDIOLOGY NON-INTER         ,2,
7,"VAMC Columbia, SC",544,602,K6,HOSPITALIST                  ,1,
7,"VAMC Columbia, SC",544,602,K8,CRITICAL CARE                ,1,
7,"VAMC Columbia, SC",544,602,P1,PRIMARY CARE                 ,5,
7,"VAMC Columbia, SC",544,610,75,NURSE PRACTIONER             ,1,
7,"VAMC Columbia, SC",544,610,88,STAFF NURSE                  ,18,
7,"VAMC Columbia, SC",544,610,J4,RN/ASST MGR/PERM CHG         ,1,
7,"VAMC Columbia, SC",544,610,M2,RN/CASE MGR/CARE             ,2,
7,"VAMC Columbia, SC",544,610,N1,NURSE PRACT/LTC              ,1,
7,"VAMC Columbia, SC",544,610,N2,NP/WOMENS' HEALTH            ,1,
7,"VAMC Columbia, SC",544,610,N5,NP-OTHER                     ,2,
7,"VAMC Columbia, SC",544,610,Q1,RN/STAFF-OUTPATIENT          ,11,
7,"VAMC Columbia, SC",544,610,Q2,RN/STAFF-MIXED               ,4,
8,"HCS Miami, FL",546,602,1,ANESTHESIOLOGY               ,1,
8,"HCS Miami, FL",546,602,20,DERMATOLOGY                  ,2,
8,"HCS Miami, FL",546,602,23,ALLERGY & IMMUNOLOGY         ,2,
8,"HCS Miami, FL",546,602,26,PULMONARY DISEASES           ,4,
8,"HCS Miami, FL",546,602,29,ENDOCRIN AND METAB           ,1,
8,"HCS Miami, FL",546,602,30,NEUROLOGY                    ,1,
8,"HCS Miami, FL",546,602,31,PSYCHIATRY                   ,3,
8,"HCS Miami, FL",546,602,M9,CARDIOLOGY-INTERVEN          ,1,
8,"HCS Miami, FL",546,602,P1,PRIMARY CARE                 ,5,
8,"HCS Miami, FL",546,610,71,"RN,RECRUITER                 ",1,
8,"HCS Miami, FL",546,610,75,NURSE PRACTIONER             ,1,
8,"HCS Miami, FL",546,610,88,STAFF NURSE                  ,2,
8,"HCS Miami, FL",546,610,G5,"RN,FACILITY ADMIN            ",2,
8,"HCS Miami, FL",546,610,J4,RN/ASST MGR/PERM CHG         ,1,
8,"HCS Miami, FL",546,610,Q1,RN/STAFF-OUTPATIENT          ,9,
8,"HCS Miami, FL",546,610,Q2,RN/STAFF-MIXED               ,1,
8,"VAMC West Palm Beach, FL",548,602,21,GEN INTERNAL MED             ,1,
8,"VAMC West Palm Beach, FL",548,602,25,GASTROENTEROLOGY             ,1,
8,"VAMC West Palm Beach, FL",548,602,R3,HEMATOLOGY/ONCOLOGY          ,1,
8,"VAMC West Palm Beach, FL",548,610,88,STAFF NURSE                  ,2,
8,"VAMC West Palm Beach, FL",548,610,F7,QUALITY MGMT COORD           ,1,
8,"VAMC West Palm Beach, FL",548,610,Q1,RN/STAFF-OUTPATIENT          ,7,
8,"VAMC West Palm Beach, FL",548,610,Q2,RN/STAFF-MIXED               ,2,
17,HCS North Texas (Dallas),549,602,1,ANESTHESIOLOGY               ,1,
17,HCS North Texas (Dallas),549,602,2,SURGERY                      ,1,
17,HCS North Texas (Dallas),549,602,16,EMERGENCY MEDICINE           ,1,
17,HCS North Texas (Dallas),549,602,21,GEN INTERNAL MED             ,2,
17,HCS North Texas (Dallas),549,602,28,RHEUMATOLOGY                 ,1,
17,HCS North Texas (Dallas),549,610,75,NURSE PRACTIONER             ,2,
17,HCS North Texas (Dallas),549,610,85,RN EDUCATOR                  ,1,
17,HCS North Texas (Dallas),549,610,86,"RN, SHIFT SUPERVISOR         ",2,
17,HCS North Texas (Dallas),549,610,88,STAFF NURSE                  ,57,
17,HCS North Texas (Dallas),549,610,J4,RN/ASST MGR/PERM CHG         ,1,
17,HCS North Texas (Dallas),549,610,N5,NP-OTHER                     ,1,
17,HCS North Texas (Dallas),549,610,Q1,RN/STAFF-OUTPATIENT          ,19,
17,HCS North Texas (Dallas),549,610,Q2,RN/STAFF-MIXED               ,12,
17,HCS North Texas (Dallas),549,610,Q6,RN/STAFF-INP CLC             ,1,
17,HCS North Texas (Dallas),549,610,S2,RN INFORMATICS               ,1,
12,"VAMC Danville, IL",550,602,31,PSYCHIATRY                   ,1,
12,"VAMC Danville, IL",550,610,75,NURSE PRACTIONER             ,1,
12,"VAMC Danville, IL",550,610,M2,RN/CASE MGR/CARE             ,2,
12,"VAMC Danville, IL",550,610,N4,NP MENTAL HEALTH SUD         ,1,
12,"VAMC Danville, IL",550,610,Q1,RN/STAFF-OUTPATIENT          ,1,
12,"VAMC Danville, IL",550,610,S4,RN/WOUND CARE SPEC           ,1,
10,"VAMC Dayton, OH",552,602,20,DERMATOLOGY                  ,1,
10,"VAMC Dayton, OH",552,602,27,NEPHROLOGY                   ,1,
10,"VAMC Dayton, OH",552,602,31,PSYCHIATRY                   ,4,
10,"VAMC Dayton, OH",552,602,K6,HOSPITALIST                  ,1,
10,"VAMC Dayton, OH",552,602,P1,PRIMARY CARE                 ,1,
10,"VAMC Dayton, OH",552,602,R3,HEMATOLOGY/ONCOLOGY          ,2,
10,"VAMC Dayton, OH",552,610,75,NURSE PRACTIONER             ,3,
10,"VAMC Dayton, OH",552,610,87,"RN,MGR/HEAD NURSE            ",1,
10,"VAMC Dayton, OH",552,610,88,STAFF NURSE                  ,7,
10,"VAMC Dayton, OH",552,610,Q1,RN/STAFF-OUTPATIENT          ,3,
10,"VAMC Dayton, OH",552,610,Q2,RN/STAFF-MIXED               ,1,
10,"VAMC Detroit, MI",553,602,19,INFECTIOUS DISEASES          ,1,
10,"VAMC Detroit, MI",553,602,27,NEPHROLOGY                   ,2,
10,"VAMC Detroit, MI",553,610,75,NURSE PRACTIONER             ,3,
10,"VAMC Detroit, MI",553,610,88,STAFF NURSE                  ,1,
10,"VAMC Detroit, MI",553,610,M2,RN/CASE MGR/CARE             ,1,
10,"VAMC Detroit, MI",553,610,Q1,RN/STAFF-OUTPATIENT          ,1,
10,"VAMC Detroit, MI",553,610,Q2,RN/STAFF-MIXED               ,7,
19,HCS Eastern CO (Denver),554,602,2,SURGERY                      ,3,
19,HCS Eastern CO (Denver),554,602,7,ORTHOPEDIC SURGERY           ,1,
19,HCS Eastern CO (Denver),554,602,12,UROLOGY                      ,1,
19,HCS Eastern CO (Denver),554,602,29,ENDOCRIN AND METAB           ,1,
19,HCS Eastern CO (Denver),554,602,31,PSYCHIATRY                   ,1,
19,HCS Eastern CO (Denver),554,602,43,PATHOLOGY                    ,1,
19,HCS Eastern CO (Denver),554,602,K6,HOSPITALIST                  ,2,
19,HCS Eastern CO (Denver),554,602,P1,PRIMARY CARE                 ,1,
19,HCS Eastern CO (Denver),554,610,0,MISC TITLE 38/WA/CL          ,1,
19,HCS Eastern CO (Denver),554,610,75,NURSE PRACTIONER             ,4,
19,HCS Eastern CO (Denver),554,610,85,RN EDUCATOR                  ,1,
19,HCS Eastern CO (Denver),554,610,87,"RN,MGR/HEAD NURSE            ",1,
19,HCS Eastern CO (Denver),554,610,88,STAFF NURSE                  ,26,
19,HCS Eastern CO (Denver),554,610,M2,RN/CASE MGR/CARE             ,1,
19,HCS Eastern CO (Denver),554,610,Q2,RN/STAFF-MIXED               ,1,
12,"FHCC Captain James A. Lovell (N Chicago, IL)",556,602,31,PSYCHIATRY                   ,1,
12,"FHCC Captain James A. Lovell (N Chicago, IL)",556,610,82,"RN, SENIOR LEADERSHP         ",1,
7,"VAMC Dublin, GA",557,602,2,SURGERY                      ,1,
7,"VAMC Dublin, GA",557,602,12,UROLOGY                      ,1,
7,"VAMC Dublin, GA",557,602,21,GEN INTERNAL MED             ,4,
7,"VAMC Dublin, GA",557,602,25,GASTROENTEROLOGY             ,1,
7,"VAMC Dublin, GA",557,602,49,FAMILY PRACTICE              ,2,
7,"VAMC Dublin, GA",557,610,75,NURSE PRACTIONER             ,3,
7,"VAMC Dublin, GA",557,610,88,STAFF NURSE                  ,14,
6,"VAMC Durham, NC",558,602,18,HEMATOLOGY                   ,1,
6,"VAMC Durham, NC",558,602,21,GEN INTERNAL MED             ,3,
6,"VAMC Durham, NC",558,602,25,GASTROENTEROLOGY             ,3,
6,"VAMC Durham, NC",558,602,31,PSYCHIATRY                   ,5,
6,"VAMC Durham, NC",558,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
6,"VAMC Durham, NC",558,602,CA,CARDIOLOGY NON-INVA,1,
6,"VAMC Durham, NC",558,602,P1,PRIMARY CARE                 ,1,
6,"VAMC Durham, NC",558,610,75,NURSE PRACTIONER             ,3,
6,"VAMC Durham, NC",558,610,87,"RN,MGR/HEAD NURSE            ",1,
6,"VAMC Durham, NC",558,610,88,STAFF NURSE                  ,6,
6,"VAMC Durham, NC",558,610,N4,NP MENTAL HEALTH SUD         ,1,
6,"VAMC Durham, NC",558,610,Q1,RN/STAFF-OUTPATIENT          ,1,
2,HCS New Jersey (East Orange),561,602,20,DERMATOLOGY                  ,1,
2,HCS New Jersey (East Orange),561,602,31,PSYCHIATRY                   ,2,
2,HCS New Jersey (East Orange),561,602,40,GERIATRICS                   ,1,
2,HCS New Jersey (East Orange),561,602,CA,CARDIOLOGY NON-INVA,1,
2,HCS New Jersey (East Orange),561,610,M2,RN/CASE MGR/CARE             ,1,
2,HCS New Jersey (East Orange),561,610,N5,NP-OTHER                     ,1,
2,HCS New Jersey (East Orange),561,610,Q1,RN/STAFF-OUTPATIENT          ,15,
2,HCS New Jersey (East Orange),561,610,Q2,RN/STAFF-MIXED               ,1,
2,HCS New Jersey (East Orange),561,610,Q3,RN-TELEPHONE TRIAGE          ,2,
2,HCS New Jersey (East Orange),561,610,S4,RN/WOUND CARE SPEC           ,1,
4,"VAMC Erie, PA",562,602,13,PHYSIATRY                    ,1,
4,"VAMC Erie, PA",562,602,21,GEN INTERNAL MED             ,1,
4,"VAMC Erie, PA",562,602,31,PSYCHIATRY                   ,1,
4,"VAMC Erie, PA",562,602,41,PAIN MGMT/ANESTH,1,
4,"VAMC Erie, PA",562,602,K6,HOSPITALIST                  ,1,
4,"VAMC Erie, PA",562,602,P1,PRIMARY CARE                 ,2,
4,"VAMC Erie, PA",562,610,75,NURSE PRACTIONER             ,1,
4,"VAMC Erie, PA",562,610,88,STAFF NURSE                  ,2,
4,"VAMC Erie, PA",562,610,M2,RN/CASE MGR/CARE             ,5,
4,"VAMC Erie, PA",562,610,N1,NURSE PRACT/LTC              ,1,
4,"VAMC Erie, PA",562,610,Q1,RN/STAFF-OUTPATIENT          ,5,
4,"VAMC Erie, PA",562,610,Q6,RN/STAFF-INP CLC             ,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,602,13,PHYSIATRY                    ,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,602,31,PSYCHIATRY                   ,5,
16,"HCS of the Ozarks, Fayetteville, AR",564,602,38,RADIOLOGY-DIAGNOSTIC         ,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,602,45,RADIOLOGY-INTERVENT          ,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,602,P1,PRIMARY CARE                 ,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,610,75,NURSE PRACTIONER             ,1,
16,"HCS of the Ozarks, Fayetteville, AR",564,610,88,STAFF NURSE                  ,6,
16,"HCS of the Ozarks, Fayetteville, AR",564,610,M2,RN/CASE MGR/CARE             ,4,
6,"VAMC Fayetteville, NC",565,602,1,ANESTHESIOLOGY               ,1,
6,"VAMC Fayetteville, NC",565,602,6,OPHTHALMOLOGY                ,1,
6,"VAMC Fayetteville, NC",565,602,9,PLASTIC SURGERY              ,1,
6,"VAMC Fayetteville, NC",565,602,16,EMERGENCY MEDICINE           ,1,
6,"VAMC Fayetteville, NC",565,602,20,DERMATOLOGY                  ,1,
6,"VAMC Fayetteville, NC",565,602,21,GEN INTERNAL MED             ,1,
6,"VAMC Fayetteville, NC",565,602,26,PULMONARY DISEASES           ,1,
6,"VAMC Fayetteville, NC",565,602,29,ENDOCRIN AND METAB           ,2,
6,"VAMC Fayetteville, NC",565,602,30,NEUROLOGY                    ,1,
6,"VAMC Fayetteville, NC",565,602,31,PSYCHIATRY                   ,3,
6,"VAMC Fayetteville, NC",565,602,38,RADIOLOGY-DIAGNOSTIC         ,2,
6,"VAMC Fayetteville, NC",565,602,49,FAMILY PRACTICE              ,1,
6,"VAMC Fayetteville, NC",565,602,K6,HOSPITALIST                  ,4,
6,"VAMC Fayetteville, NC",565,602,P1,PRIMARY CARE                 ,4,
6,"VAMC Fayetteville, NC",565,610,75,NURSE PRACTIONER             ,4,
6,"VAMC Fayetteville, NC",565,610,88,STAFF NURSE                  ,4,
6,"VAMC Fayetteville, NC",565,610,G6,RN/PROG MGR/COORD            ,1,
6,"VAMC Fayetteville, NC",565,610,N4,NP MENTAL HEALTH SUD         ,1,
6,"VAMC Fayetteville, NC",565,610,N5,NP-OTHER                     ,1,
6,"VAMC Fayetteville, NC",565,610,Q1,RN/STAFF-OUTPATIENT          ,24,
6,"VAMC Fayetteville, NC",565,610,Q6,RN/STAFF-INP CLC             ,1,
23,"HCS Black Hills, SD",568,602,7,ORTHOPEDIC SURGERY           ,1,
23,"HCS Black Hills, SD",568,602,12,UROLOGY                      ,1,
23,"HCS Black Hills, SD",568,602,21,GEN INTERNAL MED             ,1,
23,"HCS Black Hills, SD",568,602,44,PHYS MED & REHAB             ,1,
23,"HCS Black Hills, SD",568,602,P1,PRIMARY CARE                 ,1,
23,"HCS Black Hills, SD",568,610,75,NURSE PRACTIONER             ,1,
23,"HCS Black Hills, SD",568,610,88,STAFF NURSE                  ,1,
21,HCS Central California (Fresno),570,602,1,ANESTHESIOLOGY               ,1,
21,HCS Central California (Fresno),570,602,5,MEDICAL ONCOLOGY             ,1,
21,HCS Central California (Fresno),570,602,7,ORTHOPEDIC SURGERY           ,1,
21,HCS Central California (Fresno),570,602,8,OTOLARYNGOLOGY               ,2,
21,HCS Central California (Fresno),570,602,12,UROLOGY                      ,1,
21,HCS Central California (Fresno),570,602,21,GEN INTERNAL MED             ,4,
21,HCS Central California (Fresno),570,602,26,PULMONARY DISEASES           ,1,
21,HCS Central California (Fresno),570,602,44,PHYS MED & REHAB             ,1,
21,HCS Central California (Fresno),570,602,49,FAMILY PRACTICE              ,1,
21,HCS Central California (Fresno),570,602,E6,CARDIOLOGY NON-INTER         ,1,
21,HCS Central California (Fresno),570,602,K6,HOSPITALIST                  ,2,
21,HCS Central California (Fresno),570,602,M9,CARDIOLOGY-INTERVEN          ,1,
21,HCS Central California (Fresno),570,602,P1,PRIMARY CARE                 ,2,
21,HCS Central California (Fresno),570,610,0,MISC TITLE 38/WA/CL          ,5,
21,HCS Central California (Fresno),570,610,75,NURSE PRACTIONER             ,4,
21,HCS Central California (Fresno),570,610,87,"RN,MGR/HEAD NURSE            ",2,
21,HCS Central California (Fresno),570,610,88,STAFF NURSE                  ,13,
21,HCS Central California (Fresno),570,610,F1,ASSOC CH NURSING SV          ,1,
21,HCS Central California (Fresno),570,610,G6,RN/PROG MGR/COORD            ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,1,ANESTHESIOLOGY               ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,6,OPHTHALMOLOGY                ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,8,OTOLARYNGOLOGY               ,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,21,GEN INTERNAL MED             ,3,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,25,GASTROENTEROLOGY             ,3,
