Station ,VA Facility Name,Service Descriptor,NumAuths,NumVets
549,"North Texas VA-Dallas, TX",Opthalmology,2607,2246
549,"North Texas VA-Dallas, TX",Optometry,920,908
549,"North Texas VA-Dallas, TX",Orthopedics,359,294
549,"North Texas VA-Dallas, TX",Outpatient Chemotherapy,1,1
549,"North Texas VA-Dallas, TX",Outpatient Dialysis,426,360
549,"North Texas VA-Dallas, TX",Outpatient Infusion (IV Therapy/Infusion),99,75
549,"North Texas VA-Dallas, TX","Outpatient Infusion (IV Therapy/Infusion, Clinic)",5,4
549,"North Texas VA-Dallas, TX",Pain Management,139,129
549,"North Texas VA-Dallas, TX",Physical Therapy,358,348
549,"North Texas VA-Dallas, TX",Plastic Surgery,423,398
549,"North Texas VA-Dallas, TX",Podiatry,333,288
549,"North Texas VA-Dallas, TX",Primary Care,1122,951
549,"North Texas VA-Dallas, TX",Pulmonary,61,56
549,"North Texas VA-Dallas, TX",Pulmonary (Pulmonary Rehab),9,9
549,"North Texas VA-Dallas, TX",Radiation Therapy,119,109
549,"North Texas VA-Dallas, TX",Rehabilitation Medicine,1938,1768
549,"North Texas VA-Dallas, TX",Respite Care,231,156
549,"North Texas VA-Dallas, TX",Rheumatology,11,11
549,"North Texas VA-Dallas, TX",Skilled Nursing,3265,2565
549,"North Texas VA-Dallas, TX",Skilled Nursing Home Care,1137,975
549,"North Texas VA-Dallas, TX",Sleep Study,1077,1064
549,"North Texas VA-Dallas, TX",Urgent/Emergent,14496,4783
549,"North Texas VA-Dallas, TX",Urology,516,474
549,"North Texas VA-Dallas, TX",Vascular Surgery,54,51
549,"North Texas VA-Dallas, TX",Wound Care,2,2
550,"Illiana VA (Danville, IL)",Referrals unmatched to a service category,67,64
550,"Illiana VA (Danville, IL)",Acupuncture,2,2
550,"Illiana VA (Danville, IL)",Acute Inpatient Hospital,810,647
550,"Illiana VA (Danville, IL)",Adult Day Care,65,52
550,"Illiana VA (Danville, IL)",Allergy and Immunology,31,25
550,"Illiana VA (Danville, IL)",Anesthesia,1,1
550,"Illiana VA (Danville, IL)",Audiology,14,12
550,"Illiana VA (Danville, IL)",Bowel and Bladder Treatment & Rehabilitation,29,15
550,"Illiana VA (Danville, IL)",Cardiac Catheterization Services,26,25
550,"Illiana VA (Danville, IL)",Cardiac Rehab,50,41
550,"Illiana VA (Danville, IL)",Cardiology,231,172
550,"Illiana VA (Danville, IL)",Cardiology Imaging,14,14
550,"Illiana VA (Danville, IL)",Cardiology Stress Test,19,17
550,"Illiana VA (Danville, IL)",Chiropractic,54,44
550,"Illiana VA (Danville, IL)",Compensation & Pension Medical,1113,1012
550,"Illiana VA (Danville, IL)",Dental,1268,538
550,"Illiana VA (Danville, IL)",Dermatology,587,419
550,"Illiana VA (Danville, IL)",Diagnostic Radiology,146,128
550,"Illiana VA (Danville, IL)",Diagnostic Radiology CT,180,162
550,"Illiana VA (Danville, IL)",Diagnostic Radiology Dexa Scan,4,4
550,"Illiana VA (Danville, IL)",Diagnostic Radiology MRI/MRA,161,134
550,"Illiana VA (Danville, IL)",Diagnostic Radiology PET,49,36
550,"Illiana VA (Danville, IL)",Diagnostic Radiology Ultrasound,75,71
550,"Illiana VA (Danville, IL)",ENT,201,147
550,"Illiana VA (Danville, IL)",Endocrinology,38,33
550,"Illiana VA (Danville, IL)",GYN,128,98
550,"Illiana VA (Danville, IL)",Gastroenterology,743,583
550,"Illiana VA (Danville, IL)",Gastroenterology Colonoscopy,179,174
550,"Illiana VA (Danville, IL)",General Surgery,404,320
550,"Illiana VA (Danville, IL)",Genetic Testing/Counseling,5,4
550,"Illiana VA (Danville, IL)",Home Health Homemaker/Health Aid,1468,903
550,"Illiana VA (Danville, IL)",Hospice,20,19
550,"Illiana VA (Danville, IL)",Hyperbaric Therapy,9,5
550,"Illiana VA (Danville, IL)",Infectious Disease,20,17
550,"Illiana VA (Danville, IL)",Internal Medicine,507,403
550,"Illiana VA (Danville, IL)",Laboratory,8,6
550,"Illiana VA (Danville, IL)",Mammorgraphy,563,489
550,"Illiana VA (Danville, IL)",Mental Health,73,57
550,"Illiana VA (Danville, IL)",Nephrology,158,111
550,"Illiana VA (Danville, IL)",Neurology,260,211
550,"Illiana VA (Danville, IL)",Nuclear Medicine,30,30
550,"Illiana VA (Danville, IL)",OB,27,26
550,"Illiana VA (Danville, IL)",Oncology,405,177
550,"Illiana VA (Danville, IL)",Opthalmology,1292,1041
550,"Illiana VA (Danville, IL)",Optometry,640,612
550,"Illiana VA (Danville, IL)",Orthopedics,336,244
550,"Illiana VA (Danville, IL)",Outpatient Chemotherapy,5,4
550,"Illiana VA (Danville, IL)",Outpatient Dialysis,39,31
550,"Illiana VA (Danville, IL)",Outpatient Infusion (IV Therapy/Infusion),7,7
550,"Illiana VA (Danville, IL)","Outpatient Infusion (IV Therapy/Infusion, Clinic)",16,16
550,"Illiana VA (Danville, IL)",Pain Management,161,118
550,"Illiana VA (Danville, IL)",Physical Therapy,289,218
550,"Illiana VA (Danville, IL)",Plastic Surgery,7,7
550,"Illiana VA (Danville, IL)",Podiatry,58,43
550,"Illiana VA (Danville, IL)",Primary Care,296,248
550,"Illiana VA (Danville, IL)",Pulmonary,69,58
550,"Illiana VA (Danville, IL)",Pulmonary (Pulmonary Rehab),8,5
550,"Illiana VA (Danville, IL)",Radiation Therapy,7,6
550,"Illiana VA (Danville, IL)",Rehabilitation Medicine,65,53
550,"Illiana VA (Danville, IL)",Respiratory Therapy,1,1
550,"Illiana VA (Danville, IL)",Respite Care,438,324
550,"Illiana VA (Danville, IL)",Rheumatology,177,120
550,"Illiana VA (Danville, IL)",Skilled Nursing,81,59
550,"Illiana VA (Danville, IL)",Skilled Nursing Home Care,39,30
550,"Illiana VA (Danville, IL)",Sleep Study,28,24
550,"Illiana VA (Danville, IL)",Urgent/Emergent,6453,2119
550,"Illiana VA (Danville, IL)",Urology,322,211
550,"Illiana VA (Danville, IL)",Vascular Surgery,78,66
550,"Illiana VA (Danville, IL)",Wound Care,56,39
552," Dayton, OH VA",Referrals unmatched to a service category,19,17
552," Dayton, OH VA",Acupuncture,16,15
552," Dayton, OH VA",Acute Inpatient Hospital,770,635
552," Dayton, OH VA",Adult Day Care,44,42
552," Dayton, OH VA",Allergy and Immunology,66,60
552," Dayton, OH VA",Anesthesia,1,1
552," Dayton, OH VA",Audiology,1,1
552," Dayton, OH VA",Bowel and Bladder Treatment & Rehabilitation,3,3
552," Dayton, OH VA",Cardiac Catheterization Services,5,5
552," Dayton, OH VA",Cardiac Rehab,31,30
552," Dayton, OH VA",Cardiology,296,274
552," Dayton, OH VA",Cardiology Imaging,2,2
552," Dayton, OH VA",Cardiology Stress Test,1,1
552," Dayton, OH VA",Chiropractic,577,466
552," Dayton, OH VA",Compensation & Pension Medical,5,5
552," Dayton, OH VA",Compensation & Pension Specialty,3,3
552," Dayton, OH VA",Dental,50,43
552," Dayton, OH VA",Dermatology,346,315
552," Dayton, OH VA",Diagnostic Radiology,24,24
552," Dayton, OH VA",Diagnostic Radiology CT,34,33
552," Dayton, OH VA",Diagnostic Radiology MRI/MRA,1070,899
552," Dayton, OH VA",Diagnostic Radiology PET,3,3
552," Dayton, OH VA",Diagnostic Radiology Ultrasound,934,881
552," Dayton, OH VA",ENT,44,38
552," Dayton, OH VA",Endocrinology,6,6
552," Dayton, OH VA",GYN,111,101
552," Dayton, OH VA",Gastroenterology,94,87
552," Dayton, OH VA",Gastroenterology Colonoscopy,134,129
552," Dayton, OH VA",General Surgery,106,98
552," Dayton, OH VA",Genetic Testing/Counseling,17,16
552," Dayton, OH VA",Home Health Homemaker/Health Aid,423,387
552," Dayton, OH VA",Hospice,122,121
552," Dayton, OH VA",Hyperbaric Therapy,20,19
552," Dayton, OH VA",Infectious Disease,1,1
552," Dayton, OH VA",Internal Medicine,20,20
552," Dayton, OH VA",Laboratory,248,241
552," Dayton, OH VA",Long Term Care,1,1
552," Dayton, OH VA",Mammorgraphy,678,564
552," Dayton, OH VA",Mental Health,60,58
552," Dayton, OH VA",Nephrology,24,20
552," Dayton, OH VA",Neurology,920,785
552," Dayton, OH VA",Nuclear Medicine,199,186
552," Dayton, OH VA",Nutrition/Dietitics,1,1
552," Dayton, OH VA",OB,33,28
552," Dayton, OH VA",Oncology,20,20
552," Dayton, OH VA",Opthalmology,307,276
552," Dayton, OH VA",Optometry,214,212
552," Dayton, OH VA",Orthopedics,145,132
552," Dayton, OH VA",Outpatient Chemotherapy,7,6
552," Dayton, OH VA",Outpatient Dialysis,103,63
552," Dayton, OH VA",Outpatient Infusion (IV Therapy/Infusion),4,4
552," Dayton, OH VA","Outpatient Infusion (IV Therapy/Infusion, Clinic)",34,32
552," Dayton, OH VA",Pain Management,640,570
552," Dayton, OH VA",Physical Therapy,1524,1382
552," Dayton, OH VA",Plastic Surgery,23,21
552," Dayton, OH VA",Podiatry,10,8
552," Dayton, OH VA",Primary Care,65,63
552," Dayton, OH VA",Pulmonary,14,14
552," Dayton, OH VA",Pulmonary (Pulmonary Rehab),33,33
552," Dayton, OH VA",Radiation Therapy,75,72
552," Dayton, OH VA",Rehabilitation Medicine,56,55
552," Dayton, OH VA",Respiratory Therapy,3,3
552," Dayton, OH VA",Rheumatology,15,13
552," Dayton, OH VA",Skilled Nursing,872,830
552," Dayton, OH VA",Skilled Nursing Home Care,328,318
552," Dayton, OH VA",Sleep Study,263,251
552," Dayton, OH VA",Spinal Cord Rehabilitation,1,1
552," Dayton, OH VA",Transportation,35,34
552," Dayton, OH VA",Urgent/Emergent,5745,1776
552," Dayton, OH VA",Urology,1004,927
552," Dayton, OH VA",Vascular Surgery,294,266
552," Dayton, OH VA",Wound Care,9,9
553,"John D. Dingell VA (Detroit, MI)",Referrals unmatched to a service category,58,54
553,"John D. Dingell VA (Detroit, MI)",Acupuncture,62,57
553,"John D. Dingell VA (Detroit, MI)",Acute Inpatient Hospital,350,322
553,"John D. Dingell VA (Detroit, MI)",Adult Day Care,197,109
553,"John D. Dingell VA (Detroit, MI)",Allergy and Immunology,1,1
553,"John D. Dingell VA (Detroit, MI)",Audiology,3,3
553,"John D. Dingell VA (Detroit, MI)",Bowel and Bladder Treatment & Rehabilitation,10,7
553,"John D. Dingell VA (Detroit, MI)",Cardiac Catheterization Services,13,13
553,"John D. Dingell VA (Detroit, MI)",Cardiac Rehab,19,17
553,"John D. Dingell VA (Detroit, MI)",Cardiology,129,117
553,"John D. Dingell VA (Detroit, MI)",Cardiology Imaging,9,9
553,"John D. Dingell VA (Detroit, MI)",Cardiology Stress Test,1,1
553,"John D. Dingell VA (Detroit, MI)",Chiropractic,250,205
553,"John D. Dingell VA (Detroit, MI)",Compensation & Pension Audio,17,17
553,"John D. Dingell VA (Detroit, MI)",Compensation & Pension Medical,1694,1603
553,"John D. Dingell VA (Detroit, MI)",Compensation & Pension Specialty,4,4
553,"John D. Dingell VA (Detroit, MI)",Dental,5,4
553,"John D. Dingell VA (Detroit, MI)",Dermatology,77,67
553,"John D. Dingell VA (Detroit, MI)",Diagnostic Radiology,19,18
553,"John D. Dingell VA (Detroit, MI)",Diagnostic Radiology CT,19,17
553,"John D. Dingell VA (Detroit, MI)",Diagnostic Radiology MRI/MRA,71,64
553,"John D. Dingell VA (Detroit, MI)",Diagnostic Radiology PET,2,2
553,"John D. Dingell VA (Detroit, MI)",Diagnostic Radiology Ultrasound,20,20
553,"John D. Dingell VA (Detroit, MI)",ENT,7,7
553,"John D. Dingell VA (Detroit, MI)",Endocrinology,91,83
553,"John D. Dingell VA (Detroit, MI)",GYN,284,227
553,"John D. Dingell VA (Detroit, MI)",Gastroenterology,177,160
553,"John D. Dingell VA (Detroit, MI)",Gastroenterology Colonoscopy,250,241
553,"John D. Dingell VA (Detroit, MI)",General Surgery,71,65
553,"John D. Dingell VA (Detroit, MI)",Genetic Testing/Counseling,28,26
553,"John D. Dingell VA (Detroit, MI)",Home Health Homemaker/Health Aid,1032,619
553,"John D. Dingell VA (Detroit, MI)",Hospice,35,34
553,"John D. Dingell VA (Detroit, MI)",Hyperbaric Therapy,1,1
553,"John D. Dingell VA (Detroit, MI)",Infectious Disease,6,6
553,"John D. Dingell VA (Detroit, MI)",Internal Medicine,41,41
553,"John D. Dingell VA (Detroit, MI)",Laboratory,27,24
553,"John D. Dingell VA (Detroit, MI)",Mammorgraphy,9,8
553,"John D. Dingell VA (Detroit, MI)",Mental Health,48,46
553,"John D. Dingell VA (Detroit, MI)",Nephrology,6,6
553,"John D. Dingell VA (Detroit, MI)",Neurology,322,280
553,"John D. Dingell VA (Detroit, MI)",Newborn Care,1,1
553,"John D. Dingell VA (Detroit, MI)",Nuclear Medicine,1,1
553,"John D. Dingell VA (Detroit, MI)",OB,39,32
553,"John D. Dingell VA (Detroit, MI)",Oncology,4,4
553,"John D. Dingell VA (Detroit, MI)",Opthalmology,672,544
553,"John D. Dingell VA (Detroit, MI)",Optometry,620,567
553,"John D. Dingell VA (Detroit, MI)",Orthopedics,832,676
553,"John D. Dingell VA (Detroit, MI)",Outpatient Chemotherapy,6,4
553,"John D. Dingell VA (Detroit, MI)",Outpatient Dialysis,82,53
553,"John D. Dingell VA (Detroit, MI)",Outpatient Infusion (IV Therapy/Infusion),35,30
553,"John D. Dingell VA (Detroit, MI)","Outpatient Infusion (IV Therapy/Infusion, Clinic)",3,3
553,"John D. Dingell VA (Detroit, MI)",Pain Management,91,78
553,"John D. Dingell VA (Detroit, MI)",Physical Therapy,709,561
553,"John D. Dingell VA (Detroit, MI)",Plastic Surgery,14,14
553,"John D. Dingell VA (Detroit, MI)",Podiatry,212,175
553,"John D. Dingell VA (Detroit, MI)",Primary Care,74,71
553,"John D. Dingell VA (Detroit, MI)",Pulmonary,55,50
553,"John D. Dingell VA (Detroit, MI)",Pulmonary (Pulmonary Rehab),102,94
553,"John D. Dingell VA (Detroit, MI)",Radiation Therapy,28,24
553,"John D. Dingell VA (Detroit, MI)",Rehabilitation Medicine,14,9
553,"John D. Dingell VA (Detroit, MI)",Respite Care,104,87
553,"John D. Dingell VA (Detroit, MI)",Skilled Nursing,205,169
553,"John D. Dingell VA (Detroit, MI)",Skilled Nursing Home Care,191,161
553,"John D. Dingell VA (Detroit, MI)",Sleep Study,33,32
553,"John D. Dingell VA (Detroit, MI)",Urgent/Emergent,8546,1820
553,"John D. Dingell VA (Detroit, MI)",Urology,135,122
553,"John D. Dingell VA (Detroit, MI)",Vascular Surgery,137,118
554,"Eastern Colorado VA-Denver, CO",Referrals unmatched to a service category,140,124
554,"Eastern Colorado VA-Denver, CO",Acupuncture,11,9
554,"Eastern Colorado VA-Denver, CO",Acute Inpatient Hospital,3150,2253
554,"Eastern Colorado VA-Denver, CO",Adult Day Care,164,142
554,"Eastern Colorado VA-Denver, CO",Allergy and Immunology,18,16
554,"Eastern Colorado VA-Denver, CO",Anesthesia,4,4
554,"Eastern Colorado VA-Denver, CO",Audiology,1097,1061
554,"Eastern Colorado VA-Denver, CO",Biofeedback,2,2
554,"Eastern Colorado VA-Denver, CO",Bowel and Bladder Treatment & Rehabilitation,38,34
554,"Eastern Colorado VA-Denver, CO",Cardiac Catheterization Services,10,10
554,"Eastern Colorado VA-Denver, CO",Cardiac Rehab,133,131
554,"Eastern Colorado VA-Denver, CO",Cardiology,83,75
554,"Eastern Colorado VA-Denver, CO",Cardiology Imaging,1,1
554,"Eastern Colorado VA-Denver, CO",Cardiology Stress Test,8,8
554,"Eastern Colorado VA-Denver, CO",Chiropractic,25,21
554,"Eastern Colorado VA-Denver, CO",Compensation & Pension Audio,49,49
554,"Eastern Colorado VA-Denver, CO",Compensation & Pension Medical,9331,8194
554,"Eastern Colorado VA-Denver, CO",Compensation & Pension Specialty,8,8
554,"Eastern Colorado VA-Denver, CO",Dental,2004,1812
554,"Eastern Colorado VA-Denver, CO",Dermatology,676,562
554,"Eastern Colorado VA-Denver, CO",Diagnostic Radiology,388,338
554,"Eastern Colorado VA-Denver, CO",Diagnostic Radiology CT,920,853
554,"Eastern Colorado VA-Denver, CO",Diagnostic Radiology Dexa Scan,6,6
554,"Eastern Colorado VA-Denver, CO",Diagnostic Radiology MRI/MRA,1120,1038
554,"Eastern Colorado VA-Denver, CO",Diagnostic Radiology PET,302,242
554,"Eastern Colorado VA-Denver, CO",Diagnostic Radiology Ultrasound,963,923
554,"Eastern Colorado VA-Denver, CO",ENT,278,244
554,"Eastern Colorado VA-Denver, CO",Endocrinology,16,16
554,"Eastern Colorado VA-Denver, CO",GYN,341,282
554,"Eastern Colorado VA-Denver, CO",Gastroenterology,533,446
554,"Eastern Colorado VA-Denver, CO",Gastroenterology Colonoscopy,194,179
554,"Eastern Colorado VA-Denver, CO",General Surgery,267,254
554,"Eastern Colorado VA-Denver, CO",Genetic Testing/Counseling,7,7
554,"Eastern Colorado VA-Denver, CO",Home Health Homemaker/Health Aid,2478,1720
554,"Eastern Colorado VA-Denver, CO",Hospice,539,365
554,"Eastern Colorado VA-Denver, CO",Infectious Disease,13,11
554,"Eastern Colorado VA-Denver, CO",Internal Medicine,15,15
554,"Eastern Colorado VA-Denver, CO",Laboratory,159,139
554,"Eastern Colorado VA-Denver, CO",Mammorgraphy,1719,1574
554,"Eastern Colorado VA-Denver, CO",Mental Health,491,441
554,"Eastern Colorado VA-Denver, CO",Nephrology,133,102
554,"Eastern Colorado VA-Denver, CO",Neurology,668,586
554,"Eastern Colorado VA-Denver, CO",Newborn Care,5,5
554,"Eastern Colorado VA-Denver, CO",Nuclear Medicine,18,15
554,"Eastern Colorado VA-Denver, CO",Nutrition/Dietitics,2,2
554,"Eastern Colorado VA-Denver, CO",OB,158,129
554,"Eastern Colorado VA-Denver, CO",Oncology,20,18
554,"Eastern Colorado VA-Denver, CO",Opthalmology,2573,2254
554,"Eastern Colorado VA-Denver, CO",Optometry,5736,5541
554,"Eastern Colorado VA-Denver, CO",Orthopedics,823,703
554,"Eastern Colorado VA-Denver, CO",Outpatient Dialysis,18,14
554,"Eastern Colorado VA-Denver, CO",Outpatient Infusion (IV Therapy/Infusion),255,153
554,"Eastern Colorado VA-Denver, CO","Outpatient Infusion (IV Therapy/Infusion, Clinic)",9,8
554,"Eastern Colorado VA-Denver, CO",Pain Management,149,128
554,"Eastern Colorado VA-Denver, CO",Pharmacy,25,21
554,"Eastern Colorado VA-Denver, CO",Physical Therapy,2061,1830
554,"Eastern Colorado VA-Denver, CO",Plastic Surgery,17,15
554,"Eastern Colorado VA-Denver, CO",Podiatry,190,174
554,"Eastern Colorado VA-Denver, CO",Primary Care,778,677
554,"Eastern Colorado VA-Denver, CO",Pulmonary,69,64
554,"Eastern Colorado VA-Denver, CO",Pulmonary (Pulmonary Rehab),84,81
554,"Eastern Colorado VA-Denver, CO",Radiation Therapy,317,297
554,"Eastern Colorado VA-Denver, CO",Rehabilitation Medicine,5,5
554,"Eastern Colorado VA-Denver, CO",Respiratory Therapy,14,14
554,"Eastern Colorado VA-Denver, CO",Respite Care,1267,683
554,"Eastern Colorado VA-Denver, CO",Rheumatology,15,15
554,"Eastern Colorado VA-Denver, CO",Skilled Nursing,3893,2613
554,"Eastern Colorado VA-Denver, CO",Skilled Nursing Home Care,1986,1536
554,"Eastern Colorado VA-Denver, CO",Sleep Study,460,421
554,"Eastern Colorado VA-Denver, CO",Transportation,448,371
554,"Eastern Colorado VA-Denver, CO",Urgent/Emergent,26897,7681
554,"Eastern Colorado VA-Denver, CO",Urology,470,417
554,"Eastern Colorado VA-Denver, CO",Vascular Surgery,81,75
554,"Eastern Colorado VA-Denver, CO",Wound Care,11,9
556,"Captain James A. Lovell VA (Chicago, IL)",Referrals unmatched to a service category,5,4
556,"Captain James A. Lovell VA (Chicago, IL)",Acupuncture,150,109
556,"Captain James A. Lovell VA (Chicago, IL)",Acute Inpatient Hospital,221,202
556,"Captain James A. Lovell VA (Chicago, IL)",Adult Day Care,82,78
556,"Captain James A. Lovell VA (Chicago, IL)",Allergy and Immunology,47,39
556,"Captain James A. Lovell VA (Chicago, IL)",Audiology,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Cardiac Catheterization Services,4,3
556,"Captain James A. Lovell VA (Chicago, IL)",Cardiac Rehab,49,44
556,"Captain James A. Lovell VA (Chicago, IL)",Cardiology,18,16
556,"Captain James A. Lovell VA (Chicago, IL)",Chiropractic,125,96
556,"Captain James A. Lovell VA (Chicago, IL)",Dental,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Dermatology,1513,1302
556,"Captain James A. Lovell VA (Chicago, IL)",Diagnostic Radiology,62,57
556,"Captain James A. Lovell VA (Chicago, IL)",Diagnostic Radiology CT,16,14
556,"Captain James A. Lovell VA (Chicago, IL)",Diagnostic Radiology MRI/MRA,549,475
556,"Captain James A. Lovell VA (Chicago, IL)",Diagnostic Radiology PET,116,100
556,"Captain James A. Lovell VA (Chicago, IL)",Diagnostic Radiology Ultrasound,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",ENT,8,8
556,"Captain James A. Lovell VA (Chicago, IL)",Endocrinology,133,124
556,"Captain James A. Lovell VA (Chicago, IL)",GYN,6,5
556,"Captain James A. Lovell VA (Chicago, IL)",Gastroenterology,20,17
556,"Captain James A. Lovell VA (Chicago, IL)",Gastroenterology Colonoscopy,6,6
556,"Captain James A. Lovell VA (Chicago, IL)",General Surgery,23,19
556,"Captain James A. Lovell VA (Chicago, IL)",Genetic Testing/Counseling,7,7
556,"Captain James A. Lovell VA (Chicago, IL)",Home Health Homemaker/Health Aid,521,408
556,"Captain James A. Lovell VA (Chicago, IL)",Hospice,54,53
556,"Captain James A. Lovell VA (Chicago, IL)",Hyperbaric Therapy,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Infectious Disease,2,2
556,"Captain James A. Lovell VA (Chicago, IL)",Internal Medicine,179,142
556,"Captain James A. Lovell VA (Chicago, IL)",Laboratory,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Mammorgraphy,18,18
556,"Captain James A. Lovell VA (Chicago, IL)",Mental Health,7,7
556,"Captain James A. Lovell VA (Chicago, IL)",Nephrology,12,11
556,"Captain James A. Lovell VA (Chicago, IL)",Neurology,40,32
556,"Captain James A. Lovell VA (Chicago, IL)",Newborn Care,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Nuclear Medicine,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",OB,31,23
556,"Captain James A. Lovell VA (Chicago, IL)",Oncology,98,72
556,"Captain James A. Lovell VA (Chicago, IL)",Opthalmology,111,85
556,"Captain James A. Lovell VA (Chicago, IL)",Optometry,2,2
556,"Captain James A. Lovell VA (Chicago, IL)",Orthopedics,45,42
556,"Captain James A. Lovell VA (Chicago, IL)",Outpatient Chemotherapy,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Outpatient Dialysis,43,36
556,"Captain James A. Lovell VA (Chicago, IL)",Outpatient Infusion (IV Therapy/Infusion),65,33
556,"Captain James A. Lovell VA (Chicago, IL)","Outpatient Infusion (IV Therapy/Infusion, Clinic)",20,19
556,"Captain James A. Lovell VA (Chicago, IL)",Pain Management,173,138
556,"Captain James A. Lovell VA (Chicago, IL)",Pharmacy,1,1
556,"Captain James A. Lovell VA (Chicago, IL)",Physical Therapy,635,501
556,"Captain James A. Lovell VA (Chicago, IL)",Plastic Surgery,8,5
556,"Captain James A. Lovell VA (Chicago, IL)",Podiatry,19,18
556,"Captain James A. Lovell VA (Chicago, IL)",Primary Care,7,7
556,"Captain James A. Lovell VA (Chicago, IL)",Pulmonary,46,45
556,"Captain James A. Lovell VA (Chicago, IL)",Pulmonary (Pulmonary Rehab),11,9
556,"Captain James A. Lovell VA (Chicago, IL)",Radiation Therapy,42,37
556,"Captain James A. Lovell VA (Chicago, IL)",Respite Care,105,85
556,"Captain James A. Lovell VA (Chicago, IL)",Rheumatology,68,64
556,"Captain James A. Lovell VA (Chicago, IL)",Skilled Nursing,232,231
556,"Captain James A. Lovell VA (Chicago, IL)",Skilled Nursing Home Care,416,351
556,"Captain James A. Lovell VA (Chicago, IL)",Sleep Study,300,289
556,"Captain James A. Lovell VA (Chicago, IL)",Urgent/Emergent,2486,791
556,"Captain James A. Lovell VA (Chicago, IL)",Urology,33,30
556,"Captain James A. Lovell VA (Chicago, IL)",Vascular Surgery,6,6
556,"Captain James A. Lovell VA (Chicago, IL)",Wound Care,2,1
557,"Carl Vinson VA (Dublin, GA)",Referrals unmatched to a service category,120,112
557,"Carl Vinson VA (Dublin, GA)",Acupuncture,2,2
557,"Carl Vinson VA (Dublin, GA)",Acute Inpatient Hospital,1174,926
557,"Carl Vinson VA (Dublin, GA)",Adult Day Care,3,3
557,"Carl Vinson VA (Dublin, GA)",Allergy and Immunology,103,88
557,"Carl Vinson VA (Dublin, GA)",Audiology,182,172
557,"Carl Vinson VA (Dublin, GA)",Biofeedback,1,1
557,"Carl Vinson VA (Dublin, GA)",Bowel and Bladder Treatment & Rehabilitation,27,20
557,"Carl Vinson VA (Dublin, GA)",Cardiac Catheterization Services,16,15
557,"Carl Vinson VA (Dublin, GA)",Cardiac Rehab,12,10
557,"Carl Vinson VA (Dublin, GA)",Cardiology,172,155
557,"Carl Vinson VA (Dublin, GA)",Cardiology Imaging,13,13
557,"Carl Vinson VA (Dublin, GA)",Cardiology Stress Test,77,70
557,"Carl Vinson VA (Dublin, GA)",Chiropractic,157,136
557,"Carl Vinson VA (Dublin, GA)",Compensation & Pension Audio,7,7
557,"Carl Vinson VA (Dublin, GA)",Compensation & Pension Medical,3250,3057
557,"Carl Vinson VA (Dublin, GA)",Dental,2870,1306
557,"Carl Vinson VA (Dublin, GA)",Dermatology,488,438
557,"Carl Vinson VA (Dublin, GA)",Diagnostic Radiology,2194,1759
557,"Carl Vinson VA (Dublin, GA)",Diagnostic Radiology CT,174,156
557,"Carl Vinson VA (Dublin, GA)",Diagnostic Radiology Dexa Scan,5,4
557,"Carl Vinson VA (Dublin, GA)",Diagnostic Radiology MRI/MRA,1030,861
557,"Carl Vinson VA (Dublin, GA)",Diagnostic Radiology PET,42,34
557,"Carl Vinson VA (Dublin, GA)",Diagnostic Radiology Ultrasound,472,435
557,"Carl Vinson VA (Dublin, GA)",ENT,593,528
557,"Carl Vinson VA (Dublin, GA)",Endocrinology,11,11
557,"Carl Vinson VA (Dublin, GA)",GYN,47,39
557,"Carl Vinson VA (Dublin, GA)",Gastroenterology,313,279
557,"Carl Vinson VA (Dublin, GA)",Gastroenterology Colonoscopy,30,29
557,"Carl Vinson VA (Dublin, GA)",General Surgery,180,160
557,"Carl Vinson VA (Dublin, GA)",Genetic Testing/Counseling,2,2
557,"Carl Vinson VA (Dublin, GA)",Home Health Homemaker/Health Aid,303,264
557,"Carl Vinson VA (Dublin, GA)",Infectious Disease,31,30
557,"Carl Vinson VA (Dublin, GA)",Internal Medicine,25,24
557,"Carl Vinson VA (Dublin, GA)",Laboratory,42,36
557,"Carl Vinson VA (Dublin, GA)",Mammorgraphy,944,791
557,"Carl Vinson VA (Dublin, GA)",Mental Health,54,47
557,"Carl Vinson VA (Dublin, GA)",Nephrology,318,264
557,"Carl Vinson VA (Dublin, GA)",Neurology,479,402
557,"Carl Vinson VA (Dublin, GA)",Nuclear Medicine,354,318
557,"Carl Vinson VA (Dublin, GA)",OB,51,42
557,"Carl Vinson VA (Dublin, GA)",Oncology,198,187
557,"Carl Vinson VA (Dublin, GA)",Opthalmology,1287,1054
557,"Carl Vinson VA (Dublin, GA)",Optometry,2564,2381
557,"Carl Vinson VA (Dublin, GA)",Orthopedics,1341,1042
557,"Carl Vinson VA (Dublin, GA)",Outpatient Chemotherapy,10,9
557,"Carl Vinson VA (Dublin, GA)",Outpatient Dialysis,36,33
557,"Carl Vinson VA (Dublin, GA)",Outpatient Infusion (IV Therapy/Infusion),3,3
