CO/VISN,Office/Facility,Station,Occupation,NbrEmps,ID
7,"VAMC Charleston, SC",534,660,1,
7,"VAMC Charleston, SC",534,679,8,
7,"VAMC Columbia, SC",544,102,4,
7,"VAMC Columbia, SC",544,180,7,
7,"VAMC Columbia, SC",544,185,3,
7,"VAMC Columbia, SC",544,301,1,
7,"VAMC Columbia, SC",544,303,7,
7,"VAMC Columbia, SC",544,602,24,
7,"VAMC Columbia, SC",544,603,2,
7,"VAMC Columbia, SC",544,605,1,
7,"VAMC Columbia, SC",544,610,41,
7,"VAMC Columbia, SC",544,620,9,
7,"VAMC Columbia, SC",544,621,4,
7,"VAMC Columbia, SC",544,630,2,
7,"VAMC Columbia, SC",544,631,1,
7,"VAMC Columbia, SC",544,633,3,
7,"VAMC Columbia, SC",544,635,1,
7,"VAMC Columbia, SC",544,638,1,
7,"VAMC Columbia, SC",544,640,2,
7,"VAMC Columbia, SC",544,645,2,
7,"VAMC Columbia, SC",544,647,6,
7,"VAMC Columbia, SC",544,649,1,
7,"VAMC Columbia, SC",544,660,14,
7,"VAMC Columbia, SC",544,661,10,
7,"VAMC Columbia, SC",544,662,1,
7,"VAMC Columbia, SC",544,665,1,
7,"VAMC Columbia, SC",544,671,1,
7,"VAMC Columbia, SC",544,675,2,
7,"VAMC Columbia, SC",544,679,24,
7,"VAMC Columbia, SC",544,680,1,
7,"VAMC Columbia, SC",544,682,1,
7,"VAMC Dublin, GA",557,180,6,
7,"VAMC Dublin, GA",557,185,5,
7,"VAMC Dublin, GA",557,186,2,
7,"VAMC Dublin, GA",557,303,1,
7,"VAMC Dublin, GA",557,343,2,
7,"VAMC Dublin, GA",557,602,9,
7,"VAMC Dublin, GA",557,603,1,
7,"VAMC Dublin, GA",557,605,4,
7,"VAMC Dublin, GA",557,610,17,
7,"VAMC Dublin, GA",557,620,6,
7,"VAMC Dublin, GA",557,621,2,
7,"VAMC Dublin, GA",557,640,6,
7,"VAMC Dublin, GA",557,660,2,
7,"VAMC Dublin, GA",557,662,2,
7,"VAMC Dublin, GA",557,668,1,
7,"VAMC Dublin, GA",557,679,13,
7,"VAMC Dublin, GA",557,1702,2,
7,"VAMC Tuscaloosa, AL",679,610,2,
7,"VAMC Tuscaloosa, AL",679,620,1,
7,"VAMC Tuscaloosa, AL",679,635,1,
7,"VAMC Tuscaloosa, AL",679,644,1,
7,"VAMC Tuscaloosa, AL",679,661,3,
7,"VAMC Tuscaloosa, AL",679,679,1,
7,"VISN 7 Atlanta, GA",484,610,1,
8,"HCS Miami, FL",546,83,1,
8,"HCS Miami, FL",546,185,3,
8,"HCS Miami, FL",546,602,21,
8,"HCS Miami, FL",546,605,1,
8,"HCS Miami, FL",546,610,17,
8,"HCS Miami, FL",546,620,6,
8,"HCS Miami, FL",546,633,1,
8,"HCS Miami, FL",546,640,2,
8,"HCS Miami, FL",546,645,1,
8,"HCS Miami, FL",546,647,1,
8,"HCS Miami, FL",546,660,5,
8,"HCS Miami, FL",546,662,2,
8,"HCS Miami, FL",546,665,1,
8,"HCS Miami, FL",546,679,28,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,180,4,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,185,3,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,303,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,344,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,601,2,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,602,24,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,603,6,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,605,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,610,53,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,620,25,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,621,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,622,3,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,630,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,631,3,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,633,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,635,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,636,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,640,8,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,644,2,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,645,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,647,7,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,649,2,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,660,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,661,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,662,8,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,665,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,668,6,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,679,41,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,680,1,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,681,2,
8,"HCS North Florida-South Georgia (Gainsville, FL)",573,2102,1,
8,"HCS San Juan, PR",672,185,1,
8,"HCS San Juan, PR",672,301,1,
8,"HCS San Juan, PR",672,303,4,
8,"HCS San Juan, PR",672,544,2,
8,"HCS San Juan, PR",672,601,1,
8,"HCS San Juan, PR",672,602,15,
8,"HCS San Juan, PR",672,603,1,
8,"HCS San Juan, PR",672,610,9,
8,"HCS San Juan, PR",672,620,5,
8,"HCS San Juan, PR",672,630,5,
8,"HCS San Juan, PR",672,638,3,
8,"HCS San Juan, PR",672,640,6,
8,"HCS San Juan, PR",672,647,1,
8,"HCS San Juan, PR",672,648,1,
8,"HCS San Juan, PR",672,649,2,
8,"HCS San Juan, PR",672,660,4,
8,"HCS San Juan, PR",672,661,4,
8,"HCS San Juan, PR",672,679,35,
8,"HCS San Juan, PR",672,680,1,
8,"HCS San Juan, PR",672,681,8,
8,"HCS San Juan, PR",672,682,1,
8,"VAMC Bay Pines, FL",516,102,1,
8,"VAMC Bay Pines, FL",516,180,1,
8,"VAMC Bay Pines, FL",516,185,18,
8,"VAMC Bay Pines, FL",516,601,3,
8,"VAMC Bay Pines, FL",516,602,18,
8,"VAMC Bay Pines, FL",516,610,13,
8,"VAMC Bay Pines, FL",516,620,4,
8,"VAMC Bay Pines, FL",516,630,1,
8,"VAMC Bay Pines, FL",516,633,1,
8,"VAMC Bay Pines, FL",516,638,1,
8,"VAMC Bay Pines, FL",516,640,4,
8,"VAMC Bay Pines, FL",516,648,1,
8,"VAMC Bay Pines, FL",516,649,2,
8,"VAMC Bay Pines, FL",516,660,4,
8,"VAMC Bay Pines, FL",516,665,5,
8,"VAMC Bay Pines, FL",516,679,10,
8,"VAMC Orlando, FL",675,180,4,
8,"VAMC Orlando, FL",675,181,1,
8,"VAMC Orlando, FL",675,185,2,
8,"VAMC Orlando, FL",675,602,7,
8,"VAMC Orlando, FL",675,603,1,
8,"VAMC Orlando, FL",675,610,25,
8,"VAMC Orlando, FL",675,620,4,
8,"VAMC Orlando, FL",675,622,3,
8,"VAMC Orlando, FL",675,630,1,
8,"VAMC Orlando, FL",675,633,7,
8,"VAMC Orlando, FL",675,636,2,
8,"VAMC Orlando, FL",675,640,4,
8,"VAMC Orlando, FL",675,649,1,
8,"VAMC Orlando, FL",675,660,4,
8,"VAMC Orlando, FL",675,662,2,
8,"VAMC Orlando, FL",675,665,5,
8,"VAMC Orlando, FL",675,669,1,
8,"VAMC Orlando, FL",675,672,1,
8,"VAMC Orlando, FL",675,675,1,
8,"VAMC Orlando, FL",675,679,10,
8,"VAMC Orlando, FL",675,680,6,
8,"VAMC Orlando, FL",675,681,1,
8,"VAMC Orlando, FL",675,682,3,
8,"VAMC Tampa, FL",673,185,1,
8,"VAMC Tampa, FL",673,601,3,
8,"VAMC Tampa, FL",673,602,35,
8,"VAMC Tampa, FL",673,603,4,
8,"VAMC Tampa, FL",673,610,33,
8,"VAMC Tampa, FL",673,620,18,
8,"VAMC Tampa, FL",673,622,1,
8,"VAMC Tampa, FL",673,630,1,
8,"VAMC Tampa, FL",673,633,2,
8,"VAMC Tampa, FL",673,640,4,
8,"VAMC Tampa, FL",673,647,6,
8,"VAMC Tampa, FL",673,649,4,
8,"VAMC Tampa, FL",673,660,2,
8,"VAMC Tampa, FL",673,662,1,
8,"VAMC Tampa, FL",673,665,1,
8,"VAMC Tampa, FL",673,679,15,
8,"VAMC West Palm Beach, FL",548,102,1,
8,"VAMC West Palm Beach, FL",548,180,1,
8,"VAMC West Palm Beach, FL",548,185,6,
8,"VAMC West Palm Beach, FL",548,303,1,
8,"VAMC West Palm Beach, FL",548,341,2,
8,"VAMC West Palm Beach, FL",548,601,1,
8,"VAMC West Palm Beach, FL",548,602,4,
8,"VAMC West Palm Beach, FL",548,610,12,
8,"VAMC West Palm Beach, FL",548,630,1,
8,"VAMC West Palm Beach, FL",548,640,1,
8,"VAMC West Palm Beach, FL",548,660,1,
8,"VAMC West Palm Beach, FL",548,679,4,
8,"VAMC West Palm Beach, FL",548,2005,1,
9,HCS TN Valley (Nashville),626,180,8,
9,HCS TN Valley (Nashville),626,185,42,
9,HCS TN Valley (Nashville),626,187,2,
9,HCS TN Valley (Nashville),626,301,2,
9,HCS TN Valley (Nashville),626,303,10,
9,HCS TN Valley (Nashville),626,602,46,
9,HCS TN Valley (Nashville),626,603,1,
9,HCS TN Valley (Nashville),626,605,2,
9,HCS TN Valley (Nashville),626,610,62,
9,HCS TN Valley (Nashville),626,620,18,
9,HCS TN Valley (Nashville),626,640,8,
9,HCS TN Valley (Nashville),626,649,5,
9,HCS TN Valley (Nashville),626,660,15,
9,HCS TN Valley (Nashville),626,661,1,
9,HCS TN Valley (Nashville),626,665,1,
9,HCS TN Valley (Nashville),626,668,2,
9,HCS TN Valley (Nashville),626,675,6,
9,HCS TN Valley (Nashville),626,679,50,
9,HCS TN Valley (Nashville),626,998,2,
9,"VAMC Lexington, KY",596,86,2,
9,"VAMC Lexington, KY",596,180,9,
9,"VAMC Lexington, KY",596,181,1,
9,"VAMC Lexington, KY",596,185,5,
9,"VAMC Lexington, KY",596,303,4,
9,"VAMC Lexington, KY",596,344,2,
9,"VAMC Lexington, KY",596,602,17,
9,"VAMC Lexington, KY",596,603,1,
9,"VAMC Lexington, KY",596,610,22,
9,"VAMC Lexington, KY",596,620,9,
9,"VAMC Lexington, KY",596,622,1,
9,"VAMC Lexington, KY",596,633,3,
9,"VAMC Lexington, KY",596,640,7,
9,"VAMC Lexington, KY",596,647,1,
9,"VAMC Lexington, KY",596,649,4,
9,"VAMC Lexington, KY",596,660,6,
9,"VAMC Lexington, KY",596,661,1,
9,"VAMC Lexington, KY",596,679,17,
9,"VAMC Lexington, KY",596,680,2,
9,"VAMC Louisville, KY",603,185,2,
9,"VAMC Louisville, KY",603,301,1,
9,"VAMC Louisville, KY",603,303,1,
9,"VAMC Louisville, KY",603,318,2,
9,"VAMC Louisville, KY",603,341,3,
9,"VAMC Louisville, KY",603,602,12,
9,"VAMC Louisville, KY",603,605,3,
9,"VAMC Louisville, KY",603,610,26,
9,"VAMC Louisville, KY",603,620,14,
9,"VAMC Louisville, KY",603,621,2,
9,"VAMC Louisville, KY",603,622,1,
9,"VAMC Louisville, KY",603,630,4,
9,"VAMC Louisville, KY",603,636,2,
9,"VAMC Louisville, KY",603,640,2,
9,"VAMC Louisville, KY",603,649,3,
9,"VAMC Louisville, KY",603,660,7,
9,"VAMC Louisville, KY",603,661,3,
9,"VAMC Louisville, KY",603,679,11,
9,"VAMC Louisville, KY",603,998,2,
9,"VAMC Memphis, TN",614,180,6,
9,"VAMC Memphis, TN",614,185,3,
9,"VAMC Memphis, TN",614,303,1,
9,"VAMC Memphis, TN",614,602,9,
9,"VAMC Memphis, TN",614,605,1,
9,"VAMC Memphis, TN",614,610,15,
9,"VAMC Memphis, TN",614,620,9,
9,"VAMC Memphis, TN",614,630,5,
9,"VAMC Memphis, TN",614,649,6,
9,"VAMC Memphis, TN",614,660,4,
9,"VAMC Memphis, TN",614,679,27,
9,"VAMC Memphis, TN",614,998,2,
9,"VAMC Mountain Home, TN",621,180,9,
9,"VAMC Mountain Home, TN",621,185,5,
9,"VAMC Mountain Home, TN",621,318,2,
9,"VAMC Mountain Home, TN",621,601,2,
9,"VAMC Mountain Home, TN",621,602,16,
9,"VAMC Mountain Home, TN",621,603,1,
9,"VAMC Mountain Home, TN",621,610,17,
9,"VAMC Mountain Home, TN",621,620,9,
9,"VAMC Mountain Home, TN",621,630,1,
9,"VAMC Mountain Home, TN",621,633,2,
9,"VAMC Mountain Home, TN",621,647,1,
9,"VAMC Mountain Home, TN",621,649,1,
9,"VAMC Mountain Home, TN",621,660,2,
9,"VAMC Mountain Home, TN",621,668,1,
9,"VAMC Mountain Home, TN",621,679,10,
10,HCS Northern Indiana (Ft. Wayne),610,102,1,
10,HCS Northern Indiana (Ft. Wayne),610,180,4,
10,HCS Northern Indiana (Ft. Wayne),610,185,1,
10,HCS Northern Indiana (Ft. Wayne),610,344,1,
10,HCS Northern Indiana (Ft. Wayne),610,602,8,
10,HCS Northern Indiana (Ft. Wayne),610,610,19,
10,HCS Northern Indiana (Ft. Wayne),610,620,5,
10,HCS Northern Indiana (Ft. Wayne),610,633,1,
10,HCS Northern Indiana (Ft. Wayne),610,660,2,
10,HCS Northern Indiana (Ft. Wayne),610,668,1,
10,HCS Northern Indiana (Ft. Wayne),610,679,13,
10,HCS Northern Indiana (Ft. Wayne),610,7404,1,
10,"OPC Columbus, OH",757,180,6,
10,"OPC Columbus, OH",757,185,3,
10,"OPC Columbus, OH",757,301,1,
10,"OPC Columbus, OH",757,303,4,
10,"OPC Columbus, OH",757,318,2,
10,"OPC Columbus, OH",757,601,3,
10,"OPC Columbus, OH",757,602,10,
10,"OPC Columbus, OH",757,605,1,
10,"OPC Columbus, OH",757,610,17,
10,"OPC Columbus, OH",757,620,5,
10,"OPC Columbus, OH",757,622,1,
10,"OPC Columbus, OH",757,640,1,
10,"OPC Columbus, OH",757,649,1,
10,"OPC Columbus, OH",757,662,1,
10,"OPC Columbus, OH",757,679,10,
10,"OPC Columbus, OH",757,682,1,
10,"VAMC Ann Arbor, MI",506,180,6,
10,"VAMC Ann Arbor, MI",506,185,7,
10,"VAMC Ann Arbor, MI",506,301,2,
10,"VAMC Ann Arbor, MI",506,308,1,
10,"VAMC Ann Arbor, MI",506,601,1,
10,"VAMC Ann Arbor, MI",506,602,27,
10,"VAMC Ann Arbor, MI",506,603,1,
10,"VAMC Ann Arbor, MI",506,605,1,
10,"VAMC Ann Arbor, MI",506,610,46,
10,"VAMC Ann Arbor, MI",506,620,12,
10,"VAMC Ann Arbor, MI",506,621,2,
10,"VAMC Ann Arbor, MI",506,630,2,
10,"VAMC Ann Arbor, MI",506,631,2,
10,"VAMC Ann Arbor, MI",506,633,6,
10,"VAMC Ann Arbor, MI",506,647,3,
10,"VAMC Ann Arbor, MI",506,649,6,
10,"VAMC Ann Arbor, MI",506,660,11,
10,"VAMC Ann Arbor, MI",506,661,2,
10,"VAMC Ann Arbor, MI",506,662,1,
10,"VAMC Ann Arbor, MI",506,675,2,
10,"VAMC Ann Arbor, MI",506,679,28,
10,"VAMC Ann Arbor, MI",506,681,3,
10,"VAMC Battle Creek, MI",515,102,4,
10,"VAMC Battle Creek, MI",515,180,3,
10,"VAMC Battle Creek, MI",515,185,2,
10,"VAMC Battle Creek, MI",515,601,2,
10,"VAMC Battle Creek, MI",515,602,4,
10,"VAMC Battle Creek, MI",515,610,12,
10,"VAMC Battle Creek, MI",515,620,7,
10,"VAMC Battle Creek, MI",515,660,1,
10,"VAMC Battle Creek, MI",515,662,1,
10,"VAMC Battle Creek, MI",515,665,2,
10,"VAMC Battle Creek, MI",515,668,1,
10,"VAMC Battle Creek, MI",515,679,7,
10,"VAMC Chillicothe, OH",538,102,1,
10,"VAMC Chillicothe, OH",538,185,1,
10,"VAMC Chillicothe, OH",538,303,1,
10,"VAMC Chillicothe, OH",538,602,2,
10,"VAMC Chillicothe, OH",538,610,3,
10,"VAMC Chillicothe, OH",538,620,9,
10,"VAMC Chillicothe, OH",538,660,1,
10,"VAMC Chillicothe, OH",538,662,2,
10,"VAMC Chillicothe, OH",538,679,5,
10,"VAMC Cincinnati, OH",539,180,3,
10,"VAMC Cincinnati, OH",539,185,1,
10,"VAMC Cincinnati, OH",539,601,1,
10,"VAMC Cincinnati, OH",539,602,11,
10,"VAMC Cincinnati, OH",539,610,23,
10,"VAMC Cincinnati, OH",539,620,12,
10,"VAMC Cincinnati, OH",539,633,1,
10,"VAMC Cincinnati, OH",539,649,2,
10,"VAMC Cincinnati, OH",539,662,1,
10,"VAMC Cincinnati, OH",539,668,3,
10,"VAMC Cincinnati, OH",539,679,6,
10,"VAMC Cleveland, OH",541,180,12,
10,"VAMC Cleveland, OH",541,185,8,
10,"VAMC Cleveland, OH",541,203,2,
10,"VAMC Cleveland, OH",541,303,1,
10,"VAMC Cleveland, OH",541,343,2,
10,"VAMC Cleveland, OH",541,601,1,
10,"VAMC Cleveland, OH",541,602,11,
10,"VAMC Cleveland, OH",541,603,1,
10,"VAMC Cleveland, OH",541,605,1,
10,"VAMC Cleveland, OH",541,610,18,
10,"VAMC Cleveland, OH",541,620,6,
10,"VAMC Cleveland, OH",541,633,4,
10,"VAMC Cleveland, OH",541,640,2,
10,"VAMC Cleveland, OH",541,649,2,
10,"VAMC Cleveland, OH",541,662,1,
10,"VAMC Cleveland, OH",541,679,20,
10,"VAMC Cleveland, OH",541,680,2,
10,"VAMC Cleveland, OH",541,681,1,
10,"VAMC Dayton, OH",552,180,2,
10,"VAMC Dayton, OH",552,185,2,
10,"VAMC Dayton, OH",552,201,1,
10,"VAMC Dayton, OH",552,303,4,
10,"VAMC Dayton, OH",552,601,1,
10,"VAMC Dayton, OH",552,602,10,
10,"VAMC Dayton, OH",552,610,15,
10,"VAMC Dayton, OH",552,620,3,
10,"VAMC Dayton, OH",552,621,3,
10,"VAMC Dayton, OH",552,636,1,
10,"VAMC Dayton, OH",552,640,5,
10,"VAMC Dayton, OH",552,679,13,
10,"VAMC Detroit, MI",553,102,2,
10,"VAMC Detroit, MI",553,180,1,
10,"VAMC Detroit, MI",553,185,3,
10,"VAMC Detroit, MI",553,303,3,
10,"VAMC Detroit, MI",553,602,2,
10,"VAMC Detroit, MI",553,603,1,
10,"VAMC Detroit, MI",553,610,13,
10,"VAMC Detroit, MI",553,620,12,
10,"VAMC Detroit, MI",553,633,1,
10,"VAMC Detroit, MI",553,640,1,
10,"VAMC Detroit, MI",553,647,1,
10,"VAMC Detroit, MI",553,649,4,
10,"VAMC Detroit, MI",553,662,1,
10,"VAMC Detroit, MI",553,679,10,
10,"VAMC Detroit, MI",553,682,1,
10,"VAMC Indianapolis, IN",583,180,2,
10,"VAMC Indianapolis, IN",583,185,4,
10,"VAMC Indianapolis, IN",583,343,3,
10,"VAMC Indianapolis, IN",583,344,1,
10,"VAMC Indianapolis, IN",583,399,2,
10,"VAMC Indianapolis, IN",583,601,2,
10,"VAMC Indianapolis, IN",583,602,20,
10,"VAMC Indianapolis, IN",583,610,15,
10,"VAMC Indianapolis, IN",583,620,2,
10,"VAMC Indianapolis, IN",583,633,1,
10,"VAMC Indianapolis, IN",583,638,1,
10,"VAMC Indianapolis, IN",583,640,15,
10,"VAMC Indianapolis, IN",583,647,2,
10,"VAMC Indianapolis, IN",583,660,2,
10,"VAMC Indianapolis, IN",583,662,2,
10,"VAMC Indianapolis, IN",583,665,1,
10,"VAMC Indianapolis, IN",583,668,1,
10,"VAMC Indianapolis, IN",583,679,41,
10,"VAMC Indianapolis, IN",583,682,1,
10,"VAMC Saginaw, MI",655,180,3,
10,"VAMC Saginaw, MI",655,185,3,
10,"VAMC Saginaw, MI",655,344,1,
10,"VAMC Saginaw, MI",655,602,3,
10,"VAMC Saginaw, MI",655,610,9,
10,"VAMC Saginaw, MI",655,620,3,
10,"VAMC Saginaw, MI",655,633,1,
10,"VAMC Saginaw, MI",655,640,1,
10,"VAMC Saginaw, MI",655,679,10,
12,"FHCC Captain James A. Lovell (N Chicago, IL)",556,602,1,
12,"FHCC Captain James A. Lovell (N Chicago, IL)",556,610,1,
12,"FHCC Captain James A. Lovell (N Chicago, IL)",556,679,1,
12,"VAMC Chicago, IL",537,180,3,
12,"VAMC Chicago, IL",537,185,1,
12,"VAMC Chicago, IL",537,189,1,
12,"VAMC Chicago, IL",537,343,2,
12,"VAMC Chicago, IL",537,602,28,
12,"VAMC Chicago, IL",537,603,1,
12,"VAMC Chicago, IL",537,610,25,
12,"VAMC Chicago, IL",537,620,3,
12,"VAMC Chicago, IL",537,640,3,
12,"VAMC Chicago, IL",537,647,1,
12,"VAMC Chicago, IL",537,649,2,
12,"VAMC Chicago, IL",537,662,3,
12,"VAMC Chicago, IL",537,679,14,
12,"VAMC Chicago, IL",537,681,1,
12,"VAMC Chicago, IL",537,1715,2,
12,"VAMC Chicago, IL",537,2005,1,
12,"VAMC Danville, IL",550,180,2,
12,"VAMC Danville, IL",550,185,3,
12,"VAMC Danville, IL",550,602,1,
12,"VAMC Danville, IL",550,603,1,
12,"VAMC Danville, IL",550,610,6,
12,"VAMC Danville, IL",550,620,2,
12,"VAMC Danville, IL",550,633,1,
12,"VAMC Danville, IL",550,640,1,
12,"VAMC Danville, IL",550,660,1,
12,"VAMC Danville, IL",550,662,1,
12,"VAMC Danville, IL",550,668,1,
12,"VAMC Danville, IL",550,679,6,
12,"VAMC Danville, IL",550,681,1,
12,"VAMC Hines, IL",578,102,1,
12,"VAMC Hines, IL",578,180,5,
12,"VAMC Hines, IL",578,181,1,
12,"VAMC Hines, IL",578,185,6,
12,"VAMC Hines, IL",578,318,1,
12,"VAMC Hines, IL",578,601,1,
12,"VAMC Hines, IL",578,602,42,
12,"VAMC Hines, IL",578,603,1,
12,"VAMC Hines, IL",578,610,39,
12,"VAMC Hines, IL",578,620,22,
12,"VAMC Hines, IL",578,633,2,
12,"VAMC Hines, IL",578,640,9,
12,"VAMC Hines, IL",578,649,5,
12,"VAMC Hines, IL",578,665,5,
12,"VAMC Hines, IL",578,679,46,
12,"VAMC Iron Mountain, MI",585,180,1,
12,"VAMC Iron Mountain, MI",585,185,3,
12,"VAMC Iron Mountain, MI",585,602,3,
12,"VAMC Iron Mountain, MI",585,603,1,
12,"VAMC Iron Mountain, MI",585,605,1,
12,"VAMC Iron Mountain, MI",585,610,9,
12,"VAMC Iron Mountain, MI",585,620,5,
12,"VAMC Iron Mountain, MI",585,640,2,
12,"VAMC Iron Mountain, MI",585,662,3,
12,"VAMC Iron Mountain, MI",585,668,1,
12,"VAMC Madison, WI",607,180,3,
12,"VAMC Madison, WI",607,185,4,
12,"VAMC Madison, WI",607,602,10,
12,"VAMC Madison, WI",607,610,15,
12,"VAMC Madison, WI",607,620,9,
12,"VAMC Madison, WI",607,636,1,
12,"VAMC Madison, WI",607,640,1,
12,"VAMC Madison, WI",607,660,5,
12,"VAMC Madison, WI",607,671,1,
12,"VAMC Madison, WI",607,675,1,
12,"VAMC Madison, WI",607,679,16,
12,"VAMC Milwaukee, WI",695,180,4,
12,"VAMC Milwaukee, WI",695,185,4,
12,"VAMC Milwaukee, WI",695,303,1,
12,"VAMC Milwaukee, WI",695,602,21,
12,"VAMC Milwaukee, WI",695,610,21,
12,"VAMC Milwaukee, WI",695,620,3,
12,"VAMC Milwaukee, WI",695,621,5,
12,"VAMC Milwaukee, WI",695,631,1,
12,"VAMC Milwaukee, WI",695,633,1,
12,"VAMC Milwaukee, WI",695,636,1,
12,"VAMC Milwaukee, WI",695,640,2,
12,"VAMC Milwaukee, WI",695,649,2,
12,"VAMC Milwaukee, WI",695,660,1,
12,"VAMC Milwaukee, WI",695,662,1,
12,"VAMC Milwaukee, WI",695,665,2,
12,"VAMC Milwaukee, WI",695,668,1,
12,"VAMC Milwaukee, WI",695,679,24,
12,"VAMC Milwaukee, WI",695,680,1,
12,"VAMC Tomah, WI",676,102,1,
12,"VAMC Tomah, WI",676,180,3,
12,"VAMC Tomah, WI",676,185,3,
12,"VAMC Tomah, WI",676,303,7,
12,"VAMC Tomah, WI",676,305,2,
12,"VAMC Tomah, WI",676,318,1,
12,"VAMC Tomah, WI",676,602,1,
12,"VAMC Tomah, WI",676,603,1,
12,"VAMC Tomah, WI",676,610,11,
12,"VAMC Tomah, WI",676,633,1,
12,"VAMC Tomah, WI",676,640,1,
12,"VAMC Tomah, WI",676,649,1,
12,"VAMC Tomah, WI",676,660,1,
12,"VAMC Tomah, WI",676,679,5,
12,"VAMC Tomah, WI",676,802,2,
15,HCS Eastern Kansas,589 EA,101,1,589ea
15,HCS Eastern Kansas,589 EA,180,2,589ea
15,HCS Eastern Kansas,589 EA,185,1,589ea
15,HCS Eastern Kansas,589 EA,301,1,589ea
15,HCS Eastern Kansas,589 EA,602,9,589ea
15,HCS Eastern Kansas,589 EA,603,1,589ea
15,HCS Eastern Kansas,589 EA,610,9,589ea
15,HCS Eastern Kansas,589 EA,620,4,589ea
15,HCS Eastern Kansas,589 EA,636,1,589ea
15,HCS Eastern Kansas,589 EA,660,4,589ea
15,HCS Eastern Kansas,589 EA,662,1,589ea
15,HCS Eastern Kansas,589 EA,679,42,589ea
15,"HCS St. Louis, MO",657,180,3,657st
15,"HCS St. Louis, MO",657,185,2,657st
15,"HCS St. Louis, MO",657,303,2,657st
15,"HCS St. Louis, MO",657,601,4,657st
15,"HCS St. Louis, MO",657,602,57,657st
15,"HCS St. Louis, MO",657,603,9,657st
15,"HCS St. Louis, MO",657,605,4,657st
15,"HCS St. Louis, MO",657,610,82,657st
15,"HCS St. Louis, MO",657,620,2,657st
15,"HCS St. Louis, MO",657,621,2,657st
15,"HCS St. Louis, MO",657,633,3,657st
15,"HCS St. Louis, MO",657,640,5,657st
15,"HCS St. Louis, MO",657,644,1,657st
15,"HCS St. Louis, MO",657,660,2,657st
15,"HCS St. Louis, MO",657,662,2,657st
15,"HCS St. Louis, MO",657,668,1,657st
15,"HCS St. Louis, MO",657,679,61,657st
15,"HCS St. Louis, MO",657,682,2,657st
15,"HCS St. Louis, MO",657,683,1,657st
15,"HCS St. Louis, MO",657,2005,3,657st
15,"HCS St. Louis, MO",657,7408,1,657st
15,"VAMC Columbia, MO",589 CA,180,3,589co
15,"VAMC Columbia, MO",589 CA,185,1,589co
15,"VAMC Columbia, MO",589 CA,343,2,589co
15,"VAMC Columbia, MO",589 CA,602,7,589co
15,"VAMC Columbia, MO",589 CA,603,3,589co
15,"VAMC Columbia, MO",589 CA,610,10,589co
15,"VAMC Columbia, MO",589 CA,620,2,589co
15,"VAMC Columbia, MO",589 CA,621,3,589co
15,"VAMC Columbia, MO",589 CA,633,1,589co
15,"VAMC Columbia, MO",589 CA,636,1,589co
15,"VAMC Columbia, MO",589 CA,640,4,589co
15,"VAMC Columbia, MO",589 CA,644,1,589co
15,"VAMC Columbia, MO",589 CA,647,3,589co
15,"VAMC Columbia, MO",589 CA,660,2,589co
15,"VAMC Columbia, MO",589 CA,662,2,589co
15,"VAMC Columbia, MO",589 CA,665,2,589co
15,"VAMC Columbia, MO",589 CA,668,2,589co
15,"VAMC Columbia, MO",589 CA,679,16,589co
15,"VAMC Kansas City, MO",589,101,1,589ka
15,"VAMC Kansas City, MO",589,180,7,589ka
15,"VAMC Kansas City, MO",589,185,5,589ka
15,"VAMC Kansas City, MO",589,303,2,589ka
15,"VAMC Kansas City, MO",589,602,21,589ka
15,"VAMC Kansas City, MO",589,605,4,589ka
15,"VAMC Kansas City, MO",589,610,42,589ka
15,"VAMC Kansas City, MO",589,620,18,589ka
