"",(V04) (503GB) DuBois (Clearfield),"4,257","4,121",96.81%,136,3.19%,,0,,2,,"4,020",2,101,0,86,0,45,0,1,0,4,0,,2.51,16.84,0.52
"",(V04) (503GC) State College (Centre County),"1,183","1,075",90.87%,108,9.13%,,0,,16,,"1,019",13,56,2,40,1,67,0,1,0,0,0,,4.09,19.50,1.26
"",(V04) (503GD) Huntingdon,130,130,100.00%,0,0.00%,,0,,0,,126,0,4,0,0,0,0,0,0,0,0,0,,3.16,,
"",(V04) (503GE) Indiana,106,106,100.00%,0,0.00%,,0,,0,,104,0,2,0,0,0,0,0,0,0,0,0,,3.14,,
"(V04) (529) Butler, PA",,"24,468","24,434",99.86%,34,0.14%,,2,,0,,"24,348",0,86,0,17,0,4,0,4,0,9,0,,0.37,0.84,0.79
"",(V04) (529) Butler,"14,724","14,701",99.84%,23,0.16%,,0,,0,,"14,644",0,57,0,13,0,3,0,1,0,6,0,,0.45,0.79,0.57
"",(V04) (529GA) Mercer County,"3,047","3,046",99.97%,1,0.03%,,0,,0,,"3,035",0,11,0,0,0,0,0,1,0,0,0,,0.27,0.77,0.77
"",(V04) (529GB) Lawrence County,"1,995","1,991",99.80%,4,0.20%,,0,,0,,"1,984",0,7,0,3,0,0,0,1,0,0,0,,0.17,1.85,2.90
"",(V04) (529GC) Armstrong County (Kittanning),"1,486","1,482",99.73%,4,0.27%,,0,,0,,"1,478",0,4,0,0,0,0,0,1,0,3,0,,0.64,0.00,6.50
"",(V04) (529GD) Clarion County,"1,069","1,068",99.91%,1,0.09%,,0,,0,,"1,064",0,4,0,1,0,0,0,0,0,0,0,,0.16,0.00,0.05
"",(V04) (529GF) Cranberry Township,"2,147","2,146",99.95%,1,0.05%,,0,,0,,"2,143",0,3,0,0,0,1,0,0,0,0,0,,0.31,0.00,0.59
"(V04) (540) Clarksburg, WV","25,555","21,971",85.98%,"3,584",14.02%,,1,,0,,"20,355",0,"1,616",0,"1,798",0,"1,189",0,472,0,125,0,,10.81,15.61,5.06,
"",(V04) (540) Clarksburg,"21,251","17,888",84.17%,"3,363",15.83%,,0,,0,,"16,599",0,"1,289",0,"1,627",0,"1,142",0,469,0,125,0,,12.84,15.59,5.07
"",(V04) (540GA) Tucker County,357,298,83.47%,59,16.53%,,0,,0,,250,0,48,0,58,0,1,0,0,0,0,0,,12.73,,7.33
"",(V04) (540GB) Wood County Veterans Center,"1,873","1,784",95.25%,89,4.75%,,0,,0,,"1,623",0,161,0,72,0,17,0,0,0,0,0,,6.08,32.75,4.61
"",(V04) (540GC) Braxton,453,447,98.68%,6,1.32%,,0,,0,,420,0,27,0,6,0,0,0,0,0,0,0,,2.70,4.33,6.58
"",(V04) (540GD) Monongalia,"1,254","1,208",96.33%,46,3.67%,,0,,0,,"1,178",0,30,0,16,0,27,0,3,0,0,0,,1.35,0.00,5.15
"",(V04) (540HK) RMU,367,346,94.28%,21,5.72%,,0,,0,,285,0,61,0,19,0,2,0,0,0,0,0,,8.78,,
"(V04) (542) Coatesville, PA","9,119","8,999",98.68%,120,1.32%,,1,,0,,"8,733",0,266,0,101,0,11,0,6,0,2,0,,2.06,3.91,1.02,
"",(V04) (542) Coatesville,"7,016","6,922",98.66%,94,1.34%,,0,,0,,"6,692",0,230,0,82,0,6,0,4,0,2,0,,1.86,3.92,0.64
"",(V04) (542GA) Springfield,"1,179","1,164",98.73%,15,1.27%,,0,,0,,"1,150",0,14,0,15,0,0,0,0,0,0,0,,2.31,0.00,1.29
"",(V04) (542GE) Spring City,924,913,98.81%,11,1.19%,,0,,0,,891,0,22,0,4,0,5,0,2,0,0,0,,2.46,0.00,3.09
"(V04) (562) Erie, PA",,"13,046","12,336",94.56%,710,5.44%,,8,,0,,"11,676",0,660,0,639,0,65,0,1,0,5,0,,9.39,5.53,0.52
"",(V04) (562) Erie,"9,454","8,921",94.36%,533,5.64%,,0,,0,,"8,423",0,498,0,489,0,39,0,1,0,4,0,,11.31,5.64,0.45
"",(V04) (562GA) Crawford County Primary Care Cli,947,858,90.60%,89,9.40%,,0,,0,,817,0,41,0,70,0,18,0,0,0,1,0,,10.38,3.09,1.63
"",(V04) (562GB) Ashtabula County Primary Care Cli,"1,006",948,94.23%,58,5.77%,,0,,0,,863,0,85,0,52,0,6,0,0,0,0,0,,9.97,0.00,0.44
"",(V04) (562GC) McKean County Primary Care Clini,227,227,100.00%,0,0.00%,,0,,0,,227,0,0,0,0,0,0,0,0,0,0,0,,0.88,0.00,0.19
"",(V04) (562GD) Venango,763,760,99.61%,3,0.39%,,0,,0,,743,0,17,0,2,0,1,0,0,0,0,0,,2.91,0.96,0.55
"",(V04) (562GE) Warren,649,622,95.84%,27,4.16%,,0,,0,,603,0,19,0,26,0,1,0,0,0,0,0,,5.95,0.00,0.08
"(V04) (595) Lebanon, PA","40,840","40,107",98.21%,733,1.79%,,5,,5,,"38,526",3,"1,581",2,594,0,96,0,28,0,15,0,,2.58,3.61,2.05,
"",(V04) (595) Lebanon,"26,388","25,788",97.73%,600,2.27%,,0,,5,,"24,638",3,"1,150",2,484,0,79,0,25,0,12,0,,3.08,3.70,2.19
"",(V04) (595GA) Camp Hill Outpatient Clinic,"5,596","5,541",99.02%,55,0.98%,,0,,0,,"5,371",0,170,0,47,0,7,0,1,0,0,0,,1.60,2.48,1.71
"",(V04) (595GC) Lancaster,"1,824","1,818",99.67%,6,0.33%,,0,,0,,"1,776",0,42,0,4,0,1,0,0,0,1,0,,2.34,4.43,1.35
"",(V04) (595GD) Reading,"1,650","1,638",99.27%,12,0.73%,,0,,0,,"1,591",0,47,0,12,0,0,0,0,0,0,0,,1.98,2.37,1.10
"",(V04) (595GE) York County,"3,068","3,018",98.37%,50,1.63%,,0,,0,,"2,861",0,157,0,41,0,8,0,1,0,0,0,,2.91,3.45,2.78
"",(V04) (595GF) Pottsville/Fracksville,"2,314","2,304",99.57%,10,0.43%,,0,,0,,"2,289",0,15,0,6,0,1,0,1,0,2,0,,2.84,,3.27
"(V04) (642) Philadelphia, PA","65,203","59,689",91.54%,"5,514",8.46%,,3,,38,,"55,741",3,"3,948",0,"2,370",10,"1,174",12,659,8,"1,311",5,,5.11,13.73,5.02,
"",(V04) (642) Philadelphia,"52,980","47,996",90.59%,"4,984",9.41%,,0,,38,,"44,535",3,"3,461",0,"2,140",10,962,12,597,8,"1,285",5,,5.83,14.46,5.57
"",(V04) (642GA) Outpatient Clinic at Marshall Hall,"3,181","3,161",99.37%,20,0.63%,,0,,0,,"3,063",0,98,0,14,0,4,0,0,0,2,0,,2.04,2.56,1.36
"",(V04) (642GC) Willow Grove PA,"4,483","4,127",92.06%,356,7.94%,,0,,0,,"3,840",0,287,0,163,0,131,0,58,0,4,0,,5.16,11.88,7.86
"",(V04) (642GD) Gloucester,"4,559","4,405",96.62%,154,3.38%,,0,,0,,"4,303",0,102,0,53,0,77,0,4,0,20,0,,2.06,6.10,3.05
"(V04) (646) Pittsburgh, PA","67,655","65,837",97.31%,"1,818",2.69%,,6,,5,,"63,227",4,"2,610",0,"1,218",1,410,0,129,0,61,0,,3.56,3.90,1.49,
"",(V04) (646) Pittsburgh HCS‐Univ Dr,"28,467","27,234",95.67%,"1,233",4.33%,,0,,5,,"25,620",4,"1,614",0,846,1,257,0,107,0,23,0,,9.04,4.75,1.43
"",(V04) (646A4) Heinz Division HCS,"14,670","14,275",97.31%,395,2.69%,,0,,0,,"13,479",0,796,0,300,0,59,0,11,0,25,0,,4.91,3.65,2.62
"",(V04) (646GA) Belmont,"1,894","1,888",99.68%,6,0.32%,,0,,0,,"1,868",0,20,0,5,0,1,0,0,0,0,0,,1.56,1.34,0.44
"",(V04) (646GB) Westmoreland,"7,474","7,324",97.99%,150,2.01%,,0,,0,,"7,245",0,79,0,51,0,90,0,6,0,3,0,,2.16,0.88,0.12
"",(V04) (646GC) Beaver CBOC,"5,258","5,245",99.75%,13,0.25%,,0,,0,,"5,226",0,19,0,7,0,0,0,0,0,6,0,,0.43,0.47,1.81
"",(V04) (646GD) Washington County,"5,892","5,888",99.93%,4,0.07%,,0,,0,,"5,875",0,13,0,0,0,1,0,0,0,3,0,,0.35,0.75,0.24
"",(V04) (646GE) Fayette County,"4,000","3,983",99.58%,17,0.43%,,0,,0,,"3,914",0,69,0,9,0,2,0,5,0,1,0,,1.07,3.16,0.33
"(V04) (693) Wilkes‐Barre, PA","27,798","27,315",98.26%,483,1.74%,,4,,4,,"26,752",4,563,0,432,0,50,0,0,0,1,0,,2.42,1.41,1.63,
"",(V04) (693) Wilkes Barre,"16,942","16,799",99.16%,143,0.84%,,0,,2,,"16,592",2,207,0,132,0,10,0,0,0,1,0,,1.30,1.33,0.19
"",(V04) (693B4) Allentown,"6,526","6,252",95.80%,274,4.20%,,0,,2,,"5,977",2,275,0,236,0,38,0,0,0,0,0,,4.01,2.28,3.98
"",(V04) (693GA) Sayre,"1,837","1,813",98.69%,24,1.31%,,0,,0,,"1,809",0,4,0,24,0,0,0,0,0,0,0,,0.28,0.34,0.10
"",(V04) (693GB) Williamsport,"1,648","1,639",99.45%,9,0.55%,,0,,0,,"1,617",0,22,0,7,0,2,0,0,0,0,0,,0.93,1.80,1.33
"",(V04) (693GC) Tobyhanna,138,138,100.00%,0,0.00%,,0,,0,,137,0,1,0,0,0,0,0,0,0,0,0,,0.87,0.00,2.04
"",(V04) (693GF) Berwick (Columbia Co.),192,191,99.48%,1,0.52%,,0,,0,,190,0,1,0,1,0,0,0,0,0,0,0,,0.00,16.00,0.62
"",(V04) (693GG) Northampton County,515,483,93.79%,32,6.21%,,0,,0,,430,0,53,0,32,0,0,0,0,0,0,0,,7.25,0.00,4.67
"(V05) (512) Baltimore HCS, MD","55,345","51,658",93.34%,"3,687",6.66%,,11,,95,,"48,036",47,"3,622",9,"2,391",23,802,9,401,3,93,4,,8.93,6.96,3.70,
"",(V05) (512) Baltimore,"36,605","34,436",94.07%,"2,169",5.93%,,0,,54,,"32,226",40,"2,210",3,"1,430",1,470,7,189,0,80,3,,8.19,6.35,1.51
"",(V05) (512A5) Perry Point,"6,597","6,241",94.60%,356,5.40%,,0,,32,,"5,791",5,450,6,196,21,103,0,51,0,6,0,,10.60,6.42,1.46
"",(V05) (512GA) Cambridge,"3,021","2,634",87.19%,387,12.81%,,0,,0,,"2,348",0,286,0,193,0,80,0,111,0,3,0,,9.44,22.36,8.94
"",(V05) (512GC) Glen Burnie,"2,362","2,085",88.27%,277,11.73%,,0,,4,,"1,850",0,235,0,230,0,45,2,1,1,1,1,,10.82,13.44,5.38
"",(V05) (512GD) Loch Raven,"3,983","3,675",92.27%,308,7.73%,,0,,4,,"3,469",1,206,0,186,1,74,0,47,2,1,0,,10.75,4.48,2.75
"",(V05) (512GE) Pocomoke City,645,605,93.80%,40,6.20%,,0,,0,,525,0,80,0,38,0,2,0,0,0,0,0,,6.58,0.73,13.70
"",(V05) (512GF) Fort Howard,928,871,93.86%,57,6.14%,,0,,0,,798,0,73,0,45,0,10,0,0,0,2,0,,6.68,8.23,10.25
"",(V05) (512GG) Fort Meade,"1,204","1,111",92.28%,93,7.72%,,0,,1,,"1,029",1,82,0,73,0,18,0,2,0,0,0,,9.93,0.94,6.81
"(V05) (613) Martinsburg, WV","35,606","34,452",96.76%,"1,154",3.24%,,1,,82,,"32,907",57,"1,545",4,598,8,366,12,124,0,66,1,,5.23,5.91,1.94,
"",(V05) (613) Martinsburg,"24,656","23,962",97.19%,694,2.81%,,0,,52,,"22,832",52,"1,130",0,414,0,153,0,74,0,53,0,,3.74,5.63,1.15
"",(V05) (613BU) VADOM Martinsburg,455,452,99.34%,3,0.66%,,0,,0,,446,0,6,0,3,0,0,0,0,0,0,0,,,0.31,1.58
"",(V05) (613GA) Cumberland,"2,179","1,929",88.53%,250,11.47%,,0,,16,,"1,829",1,100,3,83,5,126,6,33,0,8,1,,21.89,3.29,1.87
"",(V05) (613GB) Hagerstown,"1,841","1,828",99.29%,13,0.71%,,0,,0,,"1,770",0,58,0,8,0,2,0,0,0,3,0,,1.57,4.38,5.04
"",(V05) (613GC) Stephens City,"1,821","1,792",98.41%,29,1.59%,,0,,12,,"1,704",2,88,1,25,3,4,6,0,0,0,0,,3.25,2.34,6.33
"",(V05) (613GD) Franklin,116,112,96.55%,4,3.45%,,0,,2,,104,2,8,0,1,0,1,0,0,0,2,0,,10.23,,
"",(V05) (613GE) Petersburg,671,668,99.55%,3,0.45%,,0,,0,,650,0,18,0,0,0,2,0,1,0,0,0,,3.23,0.00,0.17
"",(V05) (613GF) Harrisonburg,"1,804","1,793",99.39%,11,0.61%,,0,,0,,"1,769",0,24,0,7,0,4,0,0,0,0,0,,3.04,0.00,2.52
"",(V05) (613GG) Fort Detrick,"2,063","1,916",92.87%,147,7.13%,,0,,0,,"1,803",0,113,0,57,0,74,0,16,0,0,0,,1.41,11.05,3.67
"(V05) (688) Washington, DC","43,797","41,101",93.84%,"2,696",6.16%,,7,,96,,"37,401",31,"3,700",9,"2,028",10,592,9,65,15,11,22,,8.41,6.88,8.11,
"",(V05) (688) Washington,"37,446","35,232",94.09%,"2,214",5.91%,,0,,89,,"31,998",25,"3,234",9,"1,642",10,527,9,35,15,10,21,,8.88,6.74,9.83
"",(V05) (688GA) Fort Belvoir,"2,583","2,420",93.69%,163,6.31%,,0,,1,,"2,216",1,204,0,115,0,21,0,27,0,0,0,,6.57,10.17,5.03
"",(V05) (688GB) Southeast Washington,275,270,98.18%,5,1.82%,,0,,0,,254,0,16,0,5,0,0,0,0,0,0,0,,1.52,13.88,1.52
"",(V05) (688GC) Landover/Greenbelt (Prince Georg,385,381,98.96%,4,1.04%,,0,,0,,367,0,14,0,3,0,1,0,0,0,0,0,,0.85,9.86,1.58
"",(V05) (688GD) Charlotte Hall,"1,102","1,048",95.10%,54,4.90%,,0,,4,,927,3,121,0,36,0,17,0,1,0,0,1,,4.77,12.87,7.60
"",(V05) (688GE) Southern Prince Georges County,"2,006","1,750",87.24%,256,12.76%,,0,,2,,"1,639",2,111,0,227,0,26,0,2,0,1,0,,15.64,6.66,5.74
"(V06) (517) Beckley, WV","15,023","14,295",95.15%,728,4.85%,,1,,151,,"13,444",9,851,8,576,21,121,29,26,11,5,73,,3.66,6.21,5.66,
"",(V06) (517) Beckley,"13,878","13,186",95.01%,692,4.99%,,0,,133,,"12,367",9,819,8,570,18,106,14,13,11,3,73,,3.36,6.22,5.83
"",(V06) (517GB) Greenbrier County,"1,018",985,96.76%,33,3.24%,,0,,18,,965,0,20,0,5,3,15,15,11,0,2,0,,5.95,0.00,4.41
"",(V06) (517HK) Beckley MOC,127,124,97.64%,3,2.36%,,0,,0,,112,0,12,0,1,0,0,0,2,0,0,0,,4.54,,
"(V06) (558) Durham, NC","71,174","65,651",92.24%,"5,523",7.76%,,137,,82,,"60,344",26,"5,307",4,"4,092",15,996,14,233,5,202,18,,12.28,8.46,3.31,
"",(V06) (558) Durham,"53,116","49,506",93.20%,"3,610",6.80%,,0,,76,,"45,424",25,"4,082",2,"2,669",12,604,14,151,5,186,18,,8.00,8.69,1.66
"",(V06) (558GA) Greenville,"9,397","8,226",87.54%,"1,171",12.46%,,0,,4,,"7,479",1,747,0,893,3,198,0,71,0,9,0,,20.60,5.28,6.62
"",(V06) (558GB) Raleigh,"5,843","5,156",88.24%,687,11.76%,,0,,2,,"4,770",0,386,2,481,0,189,0,10,0,7,0,,19.09,16.10,0.72
"",(V06) (558GC) Morehead City,"2,818","2,763",98.05%,55,1.95%,,0,,0,,"2,671",0,92,0,49,0,5,0,1,0,0,0,,2.08,4.40,3.07
"(V06) (565) Fayetteville, NC","43,844","35,744",81.53%,"8,100",18.47%,,34,,711,,"31,959",220,"3,785",177,"3,328",147,"4,582",54,122,22,68,91,,28.09,14.52,5.02,
"",(V06) (565) Fayetteville NC,"29,823","24,780",83.09%,"5,043",16.91%,,0,,495,,"22,380",161,"2,400",154,"2,295",111,"2,624",25,66,5,58,39,,25.08,15.07,2.49
"",(V06) (565GA) Jacksonville,"2,933","1,832",62.46%,"1,101",37.54%,,0,,74,,"1,620",16,212,3,187,7,866,12,44,8,4,28,,49.52,12.23,15.41
"",(V06) (565GC) New Hanover County ( Wilmingto,"6,911","5,764",83.40%,"1,147",16.60%,,0,,124,,"4,978",37,786,19,563,24,572,15,8,8,4,21,,28.05,11.90,5.05
"",(V06) (565GD) Hamlet,"1,312","1,035",78.89%,277,21.11%,,0,,1,,929,1,106,0,115,0,158,0,2,0,2,0,,21.65,41.00,7.60
"",(V06) (565GE) Robeson County,"1,432","1,096",76.54%,336,23.46%,,0,,17,,"1,002",5,94,1,112,5,223,2,1,1,0,3,,31.94,2.67,3.39
"",(V06) (565GF) Goldsboro,"1,270","1,096",86.30%,174,13.70%,,0,,0,,981,0,115,0,34,0,139,0,1,0,0,0,,21.91,3.76,5.11
"",(V06) (565MB) IDES Fort Bragg,80,80,100.00%,0,0.00%,,0,,0,,68,0,12,0,0,0,0,0,0,0,0,0,,,6.21,
"",(V06) (565MD) IDES Camp Lejeune,83,61,73.49%,22,26.51%,,0,,0,,1,0,60,0,22,0,0,0,0,0,0,0,,,2.00,29.18
"(V06) (590) Hampton, VA","33,860","27,302",80.63%,"6,558",19.37%,,18,,204,,"23,210",38,"4,092",46,"4,613",48,"1,476",64,214,7,255,1,,31.25,12.85,13.24,
"",(V06) (590) Hampton,"30,173","24,883",82.47%,"5,290",17.53%,,0,,204,,"21,254",38,"3,629",46,"3,688",48,"1,146",64,205,7,251,1,,30.65,12.73,12.47
"",(V06) (590GB) Norfolk/Virginia Beach CBOC,"2,610","1,568",60.08%,"1,042",39.92%,,0,,0,,"1,189",0,379,0,707,0,322,0,9,0,4,0,,34.83,20.63,23.71
"",(V06) (590GC) Albemarle CBOC,"1,018",792,77.80%,226,22.20%,,0,,0,,708,0,84,0,218,0,8,0,0,0,0,0,,27.34,,5.60
"",(V06) (590MA) IDES Portsmouth,25,25,100.00%,0,0.00%,,0,,0,,25,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.08
"",(V06) (590MB) IDES Langley,13,13,100.00%,0,0.00%,,0,,0,,13,0,0,0,0,0,0,0,0,0,0,0,,,0.00,
"",(V06) (590MC) IDES Fort Eustis,21,21,100.00%,0,0.00%,,0,,0,,21,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00
"(V06) (637) Asheville, NC","34,654","33,208",95.83%,"1,446",4.17%,,0,,43,,"30,956",23,"2,252",10,"1,037",7,346,2,46,0,17,1,,5.58,5.64,4.33,
"",(V06) (637) Asheville‐Oteen,"31,438","30,129",95.84%,"1,309",4.16%,,0,,13,,"27,983",5,"2,146",4,937,2,315,1,41,0,16,1,,5.86,5.66,3.37
"",(V06) (637GA) Franklin NC CBOC,"1,469","1,373",93.46%,96,6.54%,,0,,9,,"1,311",8,62,1,69,0,21,0,5,0,1,0,,5.08,3.20,10.20
"",(V06) (637GB) Rutherfordton CBOC,"1,747","1,706",97.65%,41,2.35%,,0,,21,,"1,662",10,44,5,31,5,10,1,0,0,0,0,,2.35,0.00,4.43
"(V06) (652) Richmond, VA","65,118","62,307",95.68%,"2,811",4.32%,,9,,418,,"58,693",99,"3,614",76,"1,893",115,582,49,237,50,99,29,,9.24,4.67,5.32,
"",(V06) (652) Richmond,"59,362","56,858",95.78%,"2,504",4.22%,,0,,65,,"53,564",21,"3,294",6,"1,710",22,484,5,219,6,91,5,,9.60,4.67,4.54
"",(V06) (652GA) Stafford/Fredericksburg,"3,228","3,006",93.12%,222,6.88%,,0,,348,,"2,823",76,183,68,130,92,81,44,6,44,5,24,,8.77,0.60,8.54
"","(V06) (652GE) Charlottesville CBOC, VA","1,629","1,606",98.59%,23,1.41%,,0,,2,,"1,537",1,69,0,18,1,3,0,2,0,0,0,,2.69,3.91,3.70
"","(V06) (652GF) Emporia, VA",899,837,93.10%,62,6.90%,,0,,3,,769,1,68,2,35,0,14,0,10,0,3,0,,12.08,14.30,5.35
"(V06) (658) Salem, VA",,"41,423","39,852",96.21%,"1,571",3.79%,,19,,134,,"38,056",30,"1,796",25,817,0,497,23,218,22,39,34,,3.88,6.71,0.60
"",(V06) (658) Salem,"35,155","33,656",95.74%,"1,499",4.26%,,0,,134,,"32,012",30,"1,644",25,770,0,483,23,213,22,33,34,,3.97,6.74,0.58
"",(V06) (658GA) Tazewell,565,563,99.65%,2,0.35%,,0,,0,,560,0,3,0,2,0,0,0,0,0,0,0,,0.17,,0.93
"",(V06) (658GB) Danville,"1,566","1,564",99.87%,2,0.13%,,0,,0,,"1,560",0,4,0,2,0,0,0,0,0,0,0,,0.65,0.25,0.91
"",(V06) (658GC) Lynchburg,"1,719","1,710",99.48%,9,0.52%,,0,,0,,"1,690",0,20,0,5,0,3,0,0,0,1,0,,0.65,0.00,0.50
"",(V06) (658GD) Staunton,"1,230","1,194",97.07%,36,2.93%,,0,,0,,"1,109",0,85,0,16,0,11,0,5,0,4,0,,9.51,0.00,0.93
"",(V06) (658GE) Wytheville,"1,188","1,165",98.06%,23,1.94%,,0,,0,,"1,125",0,40,0,22,0,0,0,0,0,1,0,,6.00,0.00,0.10
"(V06) (659) Salisbury, NC","77,189","71,354",92.44%,"5,835",7.56%,,10,,173,,"67,011",72,"4,343",27,"3,219",17,"1,476",27,500,9,640,21,,3.81,8.95,13.39,
"",(V06) (659) W.G. (Bill) Hefner Salisbury VAMC,"40,460","37,104",91.71%,"3,356",8.29%,,0,,121,,"34,598",62,"2,506",23,"1,829",6,599,4,324,9,604,17,,3.71,8.73,22.85
"",(V06) (659BY) Winston‐Salem,"14,032","13,230",94.28%,802,5.72%,,0,,13,,"12,579",6,651,1,500,3,268,3,22,0,12,0,,3.97,7.37,7.11
"",(V06) (659GA) Charlotte,"19,201","17,801",92.71%,"1,400",7.29%,,0,,37,,"16,782",3,"1,019",3,689,8,543,19,145,0,23,4,,3.96,12.44,9.83
"",(V06) (659GB) Hickory,"3,496","3,219",92.08%,277,7.92%,,0,,2,,"3,052",1,167,0,201,0,66,1,9,0,1,0,,2.96,2.33,12.85
"(V07) (508) Atlanta, GA","117,056","108,625",92.80%,"8,431",7.20%,,19,,7,,"102,127",1,"6,498",0,"5,280",0,"2,795",0,204,4,152,2,,17.00,6.05,2.41,
"",(V07) (508) Atlanta,"93,627","87,610",93.57%,"6,017",6.43%,,0,,7,,"82,334",1,"5,276",0,"3,792",0,"1,886",0,192,4,147,2,,18.43,5.94,3.04
"",(V07) (508GA) Fort McPherson,"5,934","5,401",91.02%,533,8.98%,,0,,0,,"5,223",0,178,0,321,0,207,0,4,0,1,0,,20.29,1.51,0.60
"",(V07) (508GE) NE Georgia/Oakwood,"2,705","2,531",93.57%,174,6.43%,,0,,0,,"2,236",0,295,0,156,0,16,0,1,0,1,0,,8.48,8.81,0.99
"",(V07) (508GF) Austell,"2,917","2,666",91.40%,251,8.60%,,0,,0,,"2,523",0,143,0,199,0,52,0,0,0,0,0,,9.72,0.00,3.56
"",(V07) (508GG) Stockbridge,"2,763","2,510",90.84%,253,9.16%,,0,,0,,"2,368",0,142,0,143,0,108,0,0,0,2,0,,11.85,0.04,1.49
"",(V07) (508GH) Lawrenceville (Gwinnett County),"3,287","2,847",86.61%,440,13.39%,,0,,0,,"2,677",0,170,0,364,0,76,0,0,0,0,0,,18.74,3.21,2.19
"",(V07) (508GI) Newnan,"1,877","1,470",78.32%,407,21.68%,,0,,0,,"1,384",0,86,0,115,0,285,0,6,0,1,0,,29.79,5.24,3.21
"",(V07) (508GJ) Blairsville,914,903,98.80%,11,1.20%,,0,,0,,880,0,23,0,11,0,0,0,0,0,0,0,,4.48,0.00,2.71
"",(V07) (508GK) Trinka Davis Veterans Village CBO,"3,032","2,687",88.62%,345,11.38%,,0,,0,,"2,502",0,185,0,179,0,165,0,1,0,0,0,,17.33,10.76,1.73
"(V07) (509) Augusta, GA","36,272","34,873",96.14%,"1,399",3.86%,,6,,29,,"32,770",4,"2,103",9,962,3,182,0,101,3,154,10,,6.82,5.73,0.81,
"",(V07) (509) Augusta,"21,745","20,943",96.31%,802,3.69%,,0,,4,,"19,356",2,"1,587",2,488,0,117,0,85,0,112,0,,0.58,5.82,0.23
"",(V07) (509A0) Lenwood (Uptown),"11,554","10,988",95.10%,566,4.90%,,0,,24,,"10,606",2,382,6,447,3,63,0,15,3,41,10,,8.74,5.03,0.45
"","(V07) (509GA) Athens, GA CBOC","2,037","2,016",98.97%,21,1.03%,,0,,1,,"1,927",0,89,1,17,0,2,0,1,0,1,0,,3.06,12.54,1.31
"",(V07) (509GB) Aiken CBOC,936,926,98.93%,10,1.07%,,0,,0,,881,0,45,0,10,0,0,0,0,0,0,0,,1.84,3.11,2.83
"(V07) (521) Birmingham, AL","55,931","53,937",96.43%,"1,994",3.57%,,13,,16,,"51,984",11,"1,953",1,"1,432",4,385,0,98,0,79,0,,1.75,6.93,1.52,
"",(V07) (521) Birmingham,"39,909","38,083",95.42%,"1,826",4.58%,,0,,13,,"36,349",9,"1,734",1,"1,334",3,316,0,97,0,79,0,,1.63,7.39,1.21
"",(V07) (521GA) Huntsville AL,"3,591","3,483",96.99%,108,3.01%,,0,,0,,"3,402",0,81,0,48,0,59,0,1,0,0,0,,3.58,4.68,2.85
"",(V07) (521GB) Decatur AL/Madison,"1,576","1,541",97.78%,35,2.22%,,0,,2,,"1,458",2,83,0,29,0,6,0,0,0,0,0,,2.17,2.63,4.80
"",(V07) (521GC) Florence AL (Shoals Area),"1,846","1,844",99.89%,2,0.11%,,0,,0,,"1,838",0,6,0,1,0,1,0,0,0,0,0,,1.02,0.09,0.57
"",(V07) (521GD) Rainbow City,"1,507","1,505",99.87%,2,0.13%,,0,,0,,"1,490",0,15,0,1,0,1,0,0,0,0,0,,0.32,0.49,1.13
"",(V07) (521GE) Anniston/Oxford AL,"1,764","1,758",99.66%,6,0.34%,,0,,1,,"1,744",0,14,0,5,1,1,0,0,0,0,0,,1.89,0.00,2.78
"",(V07) (521GF) Jasper AL,"1,215","1,209",99.51%,6,0.49%,,0,,0,,"1,196",0,13,0,6,0,0,0,0,0,0,0,,0.84,0.03,0.62
"",(V07) (521GG) Bessemer CBOC,"1,742","1,740",99.89%,2,0.11%,,0,,0,,"1,739",0,1,0,1,0,1,0,0,0,0,0,,0.14,0.21,0.08
"",(V07) (521GH) Childersburg CBOC,"1,246","1,241",99.60%,5,0.40%,,0,,0,,"1,238",0,3,0,5,0,0,0,0,0,0,0,,0.59,0.88,0.65
"",(V07) (521GI) Guntersville,"1,535","1,533",99.87%,2,0.13%,,0,,0,,"1,530",0,3,0,2,0,0,0,0,0,0,0,,1.30,0.00,1.76
"(V07) (534) Charleston, SC","40,542","39,220",96.74%,"1,322",3.26%,,69,,11,,"38,121",5,"1,099",3,906,3,318,0,82,0,16,0,,3.52,4.90,2.12,
"",(V07) (534) Charleston,"25,063","24,101",96.16%,962,3.84%,,0,,9,,"23,485",5,616,2,619,2,269,0,61,0,13,0,,3.65,4.91,1.40
"",(V07) (534BY) Savannah,"4,579","4,404",96.18%,175,3.82%,,0,,2,,"4,269",0,135,1,136,1,20,0,18,0,1,0,,3.47,6.23,2.91
"",(V07) (534GB) Myrtle Beach,"4,715","4,616",97.90%,99,2.10%,,0,,0,,"4,442",0,174,0,85,0,11,0,2,0,1,0,,5.02,2.09,2.88
"",(V07) (534GC) Beaufort,"1,195","1,189",99.50%,6,0.50%,,0,,0,,"1,168",0,21,0,5,0,1,0,0,0,0,0,,1.28,0.00,1.03
"","(V07) (534GD) Goose Creek, SC","2,963","2,929",98.85%,34,1.15%,,0,,0,,"2,812",0,117,0,28,0,4,0,1,0,1,0,,3.35,4.13,3.67
