station_id,facility_id,name,visn_id,ref_date,main_facility,tot_appts,appts_under_7,appts_under_14,appts_under_30,appts_under_60,appts_under_90,appts_under_120,appts_over_120,pc_avg_wait,sc_avg_wait,mh_avg_wait
657A4,657GF,west plains,15,2015-10-01,0,1399,1089,70,164,51,21,4,0,6.27,17.03,17.48
657A4,657GG,paragould,15,2015-10-01,0,892,772,45,49,19,6,1,0,3.34,9.00,6.84
657A4,657GH,cape girardeau,15,2015-10-01,0,1503,1360,52,56,34,0,1,0,1.55,7.50,7.57
657A4,657GI,farmington,15,2015-10-01,0,1259,1105,35,88,21,10,0,0,3.43,3.25,6.01
657A4,657GV,sikeston,15,2015-10-01,0,749,665,39,37,6,2,0,0,1.94,6.29,4.76
657,99999,"st. louis, mo",15,2015-10-01,0,44296,37658,3335,2811,455,30,6,1,3.67,4.46,3.13
657,657,john j. cochran vamc,15,2015-10-01,1,27702,23279,2074,1981,339,22,6,1,3.73,4.60,2.22
657,657A0,st louis-jeff bks.,15,2015-10-01,0,13600,12007,863,644,81,5,0,0,2.81,3.80,3.48
657,657GA,belleville,15,2015-10-01,0,758,540,118,78,21,1,0,0,6.35,0.00,2.29
657,657GB,st. louis county,15,2015-10-01,0,971,760,154,51,4,2,0,0,4.78,7.62,6.82
657,657GD,st. charles,15,2015-10-01,0,886,737,104,41,4,0,0,0,3.86,5.25,2.21
657,657GS,washington,15,2015-10-01,0,371,327,22,16,6,0,0,0,4.07,28.00,1.21
657,657MA,ides scott afb,15,2015-10-01,0,8,8,0,0,0,0,0,0,,0.00,3.00
502,99999,"alexandria, la",16,2015-10-01,0,21743,17706,1100,1269,1222,271,56,119,13.75,7.02,2.83
502,502,alexandria vamc,16,2015-10-01,1,15551,13211,704,700,622,148,53,113,15.52,6.89,1.73
502,502GA,jennings,16,2015-10-01,0,1554,1436,71,36,9,1,0,1,2.05,0.30,2.43
502,502GB,lafayette,16,2015-10-01,0,2909,1810,278,445,329,41,2,4,13.89,10.68,6.76
502,502GF,fort polk,16,2015-10-01,0,1172,803,33,57,196,81,1,1,29.04,0.92,1.62
502,502GG,natchitoches,16,2015-10-01,0,557,446,14,31,66,0,0,0,11.49,0.00,2.23
520,99999,"gulf coast hcs, ms",16,2015-10-01,0,53491,46060,2893,3013,1146,323,45,11,4.02,6.38,3.65
520,520,biloxi vamc,16,2015-10-01,1,24190,21100,1186,1247,474,158,21,4,6.02,5.87,4.75
520,520BZ,pensacola,16,2015-10-01,0,17997,15071,1050,1333,378,137,22,6,1.52,7.74,4.41
520,520GA,mobile,16,2015-10-01,0,5667,5166,253,138,89,19,2,0,3.29,3.01,2.08
520,520GB,panama city beach,16,2015-10-01,0,2857,2353,144,162,188,9,0,1,11.40,3.31,0.62
520,520GC,eglin afb,16,2015-10-01,0,2780,2370,260,133,17,0,0,0,3.00,2.01,4.93
564,99999,"fayetteville, ar",16,2015-10-01,0,33056,28954,1719,1647,617,116,2,1,1.80,6.13,1.76
564,564,fayetteville vamc,16,2015-10-01,1,18734,16066,1073,1140,382,70,2,1,2.21,6.34,2.17
564,564BY,gene taylor,16,2015-10-01,0,6760,5821,449,332,145,13,0,0,2.20,6.23,0.77
564,564GA,harrison,16,2015-10-01,0,345,313,13,19,0,0,0,0,2.26,0.00,0.89
564,564GB,fort smith,16,2015-10-01,0,3522,3198,111,102,78,33,0,0,1.46,17.07,2.95
564,564GC,branson,16,2015-10-01,0,2726,2647,38,32,9,0,0,0,0.46,0.99,0.92
564,564GD,ozark,16,2015-10-01,0,265,257,7,1,0,0,0,0,0.85,1.29,0.20
564,564GE,jay,16,2015-10-01,0,563,535,19,6,3,0,0,0,1.24,0.00,2.04
564,564QA,township,16,2015-10-01,0,41,41,0,0,0,0,0,0,,,
564,564QB,sunbridge,16,2015-10-01,0,100,76,9,15,0,0,0,0,,6.57,
580,99999,"houston, tx",16,2015-10-01,0,78695,69401,3742,4152,1178,206,13,3,4.08,3.12,3.67
580,580,michael e debakeyvamc,16,2015-10-01,1,54037,47511,2638,2875,858,142,12,1,5.37,3.08,4.41
580,580BU,houston vadomiciliary,16,2015-10-01,0,3,3,0,0,0,0,0,0,,,
580,580BY,beaumont,16,2015-10-01,0,4754,4405,51,226,55,16,0,1,2.29,7.74,0.36
580,580BZ,charles wilson vaopc,16,2015-10-01,0,2804,2396,205,144,49,10,0,0,5.42,3.94,2.09
580,580GC,galveston county,16,2015-10-01,0,3767,3560,85,93,27,2,0,0,2.11,0.93,1.35
580,580GD,conroe,16,2015-10-01,0,3012,2464,180,274,76,16,1,1,4.53,2.68,6.98
580,580GE,katy,16,2015-10-01,0,3450,3115,176,116,25,18,0,0,2.19,3.93,1.40
580,580GF,lake jackson,16,2015-10-01,0,1081,933,99,45,4,0,0,0,3.22,0.00,2.62
580,580GG,richmond,16,2015-10-01,0,2148,1981,105,50,12,0,0,0,1.71,3.34,2.03
580,580GH,tomball,16,2015-10-01,0,3639,3033,203,329,72,2,0,0,4.85,2.08,5.76
586,99999,"jackson, ms",16,2015-10-01,0,30209,26839,1533,1221,469,136,8,3,3.95,4.82,0.57
586,586,g. v. (sonny)montgomery vamc,16,2015-10-01,1,25186,22422,1149,1041,430,133,8,3,4.68,4.83,0.57
586,586GA,durant (kosciusko),16,2015-10-01,0,529,399,92,38,0,0,0,0,3.91,,7.30
586,586GB,meridian,16,2015-10-01,0,801,706,76,19,0,0,0,0,2.27,0.00,0.00
586,586GC,greenville,16,2015-10-01,0,576,482,79,15,0,0,0,0,3.07,0.00,0.00
586,586GD,hattiesburg,16,2015-10-01,0,1311,1180,29,63,36,3,0,0,4.93,0.42,0.00
586,586GE,natchez (adamscounty),16,2015-10-01,0,448,400,41,7,0,0,0,0,2.30,0.00,0.00
586,586GF,columbus,16,2015-10-01,0,750,721,23,4,2,0,0,0,1.29,0.00,0.03
586,586GG,mccomb,16,2015-10-01,0,608,529,44,34,1,0,0,0,2.89,0.50,0.00
598,99999,"little rock, ar",16,2015-10-01,0,46301,40043,2679,2608,752,110,99,10,3.69,5.60,2.49
598,598,john l mcclellanmemorial veterans hospital,16,2015-10-01,1,17897,15218,1049,1180,407,39,3,1,3.68,5.44,1.18
598,598A0,central ar. veteranshcs nlr,16,2015-10-01,0,19467,16993,1041,1018,249,64,93,9,4.42,6.41,2.12
598,598GA,mountain home,16,2015-10-01,0,1249,1160,72,16,1,0,0,0,2.07,0.00,4.62
598,598GB,el dorado,16,2015-10-01,0,754,641,57,45,10,1,0,0,5.29,0.00,4.30
598,598GC,hot springs,16,2015-10-01,0,1465,1335,64,49,17,0,0,0,2.43,5.25,0.50
598,598GD,mena,16,2015-10-01,0,703,688,12,3,0,0,0,0,0.09,0.00,2.05
598,598GE,pine bluff,16,2015-10-01,0,852,709,82,59,2,0,0,0,4.42,0.00,5.67
598,598GF,searcy,16,2015-10-01,0,1119,955,85,47,26,3,3,0,4.72,0.33,4.22
598,598GG,conway,16,2015-10-01,0,1981,1538,216,186,38,3,0,0,4.98,6.32,5.54
598,598GH,russellville,16,2015-10-01,0,814,806,1,5,2,0,0,0,0.28,0.40,0.81
623,99999,"muskogee, ok",16,2015-10-01,0,24401,19441,1959,1989,727,213,46,26,4.55,6.33,7.69
623,623,jack c montgomeryvamc,16,2015-10-01,1,12865,10516,921,926,343,99,42,18,2.70,5.88,5.19
623,623BY,tulsa,16,2015-10-01,0,10062,7489,1012,1051,384,114,4,8,6.92,7.28,10.91
623,623GA,hartshorne,16,2015-10-01,0,680,654,17,9,0,0,0,0,0.38,0.90,3.09
623,623GB,vinita,16,2015-10-01,0,794,782,9,3,0,0,0,0,0.54,1.10,0.47
629,99999,"new orleans, la",16,2015-10-01,0,37101,30659,2392,2832,875,323,20,0,5.81,7.36,2.00
629,629,new orleans vamc,16,2015-10-01,1,23549,18995,1555,2055,664,260,20,0,6.73,8.47,1.96
629,629BY,baton rouge,16,2015-10-01,0,7135,6004,476,468,134,53,0,0,4.94,5.07,2.46
629,629GA,houma,16,2015-10-01,0,1528,1390,79,52,7,0,0,0,3.48,0.17,4.06
629,629GB,hammond,16,2015-10-01,0,1646,1371,130,123,21,1,0,0,6.51,3.99,0.51
629,629GC,slidell,16,2015-10-01,0,1471,1308,69,58,27,9,0,0,7.17,3.91,0.00
629,629GD,st. john,16,2015-10-01,0,994,906,54,34,0,0,0,0,2.72,2.11,1.63
629,629GE,franklin,16,2015-10-01,0,345,331,12,2,0,0,0,0,2.67,0.00,0.93
629,629GF,bogalusa,16,2015-10-01,0,433,354,17,40,22,0,0,0,11.77,0.00,3.60
635,99999,"oklahoma city, ok",16,2015-10-01,0,37859,32357,2043,2086,759,307,291,16,3.98,9.59,2.19
635,635,oklahoma city vamc,16,2015-10-01,1,32062,27176,1707,1886,690,296,291,16,4.00,10.10,2.31
635,635GA,lawton,16,2015-10-01,0,2881,2538,165,129,45,4,0,0,5.64,0.98,1.29
635,635GB,wichita falls,16,2015-10-01,0,1093,967,70,30,24,2,0,0,4.37,0.00,2.87
635,635GC,blackwell,16,2015-10-01,0,146,143,1,1,0,1,0,0,0.00,0.00,5.70
635,635GD,ada,16,2015-10-01,0,362,307,49,6,0,0,0,0,3.29,0.00,1.21
635,635GE,stillwater,16,2015-10-01,0,458,388,42,28,0,0,0,0,4.37,0.00,0.95
635,635GF,altus,16,2015-10-01,0,134,131,0,0,0,3,0,0,0.00,0.00,12.61
635,635GG,enid,16,2015-10-01,0,205,200,1,3,0,1,0,0,0.01,0.00,3.43
635,635HB,ardmore,16,2015-10-01,0,518,507,8,3,0,0,0,0,0.95,0.00,1.86
667,99999,"shreveport, la",16,2015-10-01,0,26325,23605,1233,849,431,177,26,4,4.78,3.13,3.39
667,667,overton brooks vamc,16,2015-10-01,1,20393,18012,1060,761,368,172,17,3,8.33,3.37,2.99
667,667GA,texarkana,16,2015-10-01,0,1987,1856,82,26,8,5,9,1,2.54,2.05,2.43
667,667GB,monroe,16,2015-10-01,0,1800,1788,8,4,0,0,0,0,0.19,0.19,0.00
667,667GC,longview,16,2015-10-01,0,2135,1939,83,58,55,0,0,0,1.31,0.54,9.47
667,667MA,ides barksdale afb,16,2015-10-01,0,10,10,0,0,0,0,0,0,,0.00,0.00
549,99999,"dallas, tx",17,2015-10-01,0,81023,72891,3628,3299,1032,128,43,2,3.10,3.36,2.51
549,549,dallas vamc,17,2015-10-01,1,52730,48258,1873,1931,582,57,28,1,3.08,3.15,1.39
549,549A4,sam rayburnmemorial veterans center,17,2015-10-01,0,7641,6904,351,285,80,21,0,0,2.26,2.65,3.88
549,549BY,fort worth va clinic,17,2015-10-01,0,15395,13472,927,689,247,44,15,1,2.43,4.59,3.31
549,549GA,tyler,17,2015-10-01,0,676,545,53,59,18,1,0,0,5.80,3.45,7.63
549,549GD,denton,17,2015-10-01,0,1485,1045,218,192,29,1,0,0,7.32,0.00,4.17
549,549GE,bridgeport,17,2015-10-01,0,383,365,11,6,1,0,0,0,2.16,7.50,4.39
549,549GF,granbury,17,2015-10-01,0,429,414,15,0,0,0,0,0,0.73,0.00,
549,549GH,greenville,17,2015-10-01,0,388,298,50,36,4,0,0,0,4.53,0.00,10.50
549,549GJ,sherman,17,2015-10-01,0,1107,1044,44,13,5,1,0,0,1.04,0.00,2.19
549,549QC,broadway,17,2015-10-01,0,789,546,86,88,66,3,0,0,8.29,,
671,99999,"san antonio, tx",17,2015-10-01,0,59224,46054,3142,5201,3331,1282,129,85,9.12,9.35,5.64
671,671,audie l murphy memorialveterans hospital,17,2015-10-01,1,40044,31175,1916,3365,2398,1043,96,51,10.85,9.58,2.35
671,671A4,kerrville vamc,17,2015-10-01,0,3756,2917,142,308,264,116,4,5,12.82,9.50,3.95
671,671BU,san antoniodomiciliary,17,2015-10-01,0,539,482,37,17,3,0,0,0,,,1.00
671,671BY,frank m tejeda vaopc,17,2015-10-01,0,8554,6755,509,705,451,87,22,25,9.33,4.63,7.10
671,671GB,victoria,17,2015-10-01,0,1079,765,122,155,32,5,0,0,7.56,8.33,5.71
671,671GF,south bexar county,17,2015-10-01,0,1365,1061,83,163,54,3,0,1,4.75,,10.39
671,671GH,beeville,17,2015-10-01,0,163,163,0,0,0,0,0,0,0.01,,
671,671GK,san antonio,17,2015-10-01,0,1044,856,101,61,22,3,1,0,4.37,,
671,671GL,new braunfels vaclinic,17,2015-10-01,0,304,211,30,56,7,0,0,0,6.99,,
671,671GN,seguin,17,2015-10-01,0,71,59,8,4,0,0,0,0,3.07,,
671,671GO,north central federalva clinic,17,2015-10-01,0,2275,1580,194,367,100,25,6,3,9.60,6.75,8.19
671,671PA,san antonio sarrtp,17,2015-10-01,0,30,30,0,0,0,0,0,0,,,
674,99999,"temple, tx",17,2015-10-01,0,67974,54462,4376,5419,3123,422,129,43,6.77,8.43,4.93
674,674,olin e teague veteranscenter,17,2015-10-01,1,37324,29653,2075,2952,2257,292,60,35,9.36,8.76,7.05
674,674A4,doris miller vamc,17,2015-10-01,0,7586,6580,493,414,93,5,1,0,4.68,3.98,1.34
674,674BY,austin,17,2015-10-01,0,17290,13657,1284,1436,716,122,68,7,5.74,9.27,4.46
674,674GA,palestine,17,2015-10-01,0,975,822,110,43,0,0,0,0,3.64,1.47,3.40
674,674GB,brownwood,17,2015-10-01,0,1103,1019,46,32,5,0,0,1,2.34,4.50,1.96
674,674GC,bryan,17,2015-10-01,0,1774,1397,166,191,20,0,0,0,5.96,4.25,3.58
674,674GD,cedar park,17,2015-10-01,0,1704,1169,164,336,32,3,0,0,8.35,7.18,5.27
674,674HB,lagrange,17,2015-10-01,0,218,165,38,15,0,0,0,0,4.72,,1.13
740,99999,va texas valley coastal bend hcs,17,2015-10-01,0,19071,16184,893,957,751,186,29,71,3.46,8.37,8.57
740,740,harlingen va clinic,17,2015-10-01,1,4081,3175,333,247,246,71,5,4,9.71,8.94,1.86
740,740GA,harlingen,17,2015-10-01,0,3876,3210,128,238,200,50,14,36,4.53,9.34,16.19
740,740GB,mcallen,17,2015-10-01,0,4826,4131,234,229,176,34,6,16,3.64,5.67,9.01
740,740GC,corpus christi,17,2015-10-01,0,4597,4025,164,232,127,30,4,15,1.20,9.49,6.30
740,740GD,laredo,17,2015-10-01,0,1691,1643,34,11,2,1,0,0,1.09,0.96,2.10
501,99999,new mexico hcs,18,2015-10-01,0,39090,33560,2161,2152,936,208,62,11,3.10,5.32,6.83
501,501,raymond g murphyvamc,18,2015-10-01,1,29894,25402,1633,1818,797,173,61,10,3.97,5.36,6.21
501,501G2,las vegas,18,2015-10-01,0,1033,862,105,49,15,2,0,0,3.30,0.00,7.71
501,501GA,artesia,18,2015-10-01,0,974,904,21,35,12,1,1,0,0.32,0.00,11.76
501,501GB,farmington,18,2015-10-01,0,1012,948,46,13,3,2,0,0,1.60,0.00,2.76
501,501GC,silver city,18,2015-10-01,0,548,474,43,22,6,2,0,1,2.28,0.00,12.71
501,501GD,gallup nm,18,2015-10-01,0,360,321,11,10,9,9,0,0,1.56,1.88,21.76
501,501GE,espanola,18,2015-10-01,0,393,340,22,27,1,3,0,0,2.64,0.00,9.35
501,501GH,truth orconsequences,18,2015-10-01,0,414,413,1,0,0,0,0,0,0.14,,0.00
501,501GI,alamogordo,18,2015-10-01,0,653,562,71,8,5,7,0,0,2.74,0.00,32.50
501,501GJ,durango,18,2015-10-01,0,783,775,4,2,2,0,0,0,0.03,0.00,0.77
501,501GK,santa fe,18,2015-10-01,0,785,695,62,27,0,1,0,0,2.12,1.43,5.17
501,501GM,northwest metro vaclinic,18,2015-10-01,0,1901,1554,132,126,83,6,0,0,4.67,4.97,9.04
501,501HB,raton,18,2015-10-01,0,334,304,10,15,3,2,0,0,1.12,0.33,16.67
501,501MA,ides kirtland afb,18,2015-10-01,0,6,6,0,0,0,0,0,0,,0.00,
504,99999,"amarillo, tx",18,2015-10-01,0,17211,14989,646,897,540,128,10,1,8.63,5.86,0.46
504,504,thomas e creek vamc,18,2015-10-01,1,12104,10680,428,546,330,110,9,1,7.96,6.55,0.18
504,504BY,lubbock tx,18,2015-10-01,0,4466,3831,178,319,124,13,1,0,7.23,3.86,0.40
504,504BZ,clovis,18,2015-10-01,0,510,379,37,15,74,5,0,0,21.97,4.27,2.42
504,504GA,childress,18,2015-10-01,0,93,75,2,14,2,0,0,0,6.57,,0.00
504,504HB,dalhart,18,2015-10-01,0,38,24,1,3,10,0,0,0,23.27,,2.67
519,99999,"big spring, tx",18,2015-10-01,0,7615,6194,629,657,96,15,24,0,3.72,6.96,4.25
519,519,george h obrien jrvamc,18,2015-10-01,1,2873,2287,192,318,49,3,24,0,2.60,7.34,3.15
519,519GA,permian basin,18,2015-10-01,0,1255,978,138,120,17,2,0,0,5.73,9.06,3.24
519,519GB,hobbs,18,2015-10-01,0,210,163,35,10,2,0,0,0,4.47,4.50,5.24
519,519GD,fort stockton,18,2015-10-01,0,46,41,3,2,0,0,0,0,2.28,,
519,519HC,abilene,18,2015-10-01,0,2144,1827,183,120,11,3,0,0,3.03,5.02,3.51
519,519HD,stamford,18,2015-10-01,0,20,13,3,4,0,0,0,0,6.79,,
519,519HF,san angelo,18,2015-10-01,0,1067,885,75,83,17,7,0,0,4.15,4.67,6.79
644,99999,"phoenix, az",18,2015-10-01,0,60660,48651,3914,4797,2444,606,190,58,4.35,9.83,4.37
644,644,carl t hayden vamc,18,2015-10-01,1,42621,33500,2823,3588,1960,508,185,57,4.20,10.47,4.40
644,644BY,southeast,18,2015-10-01,0,8455,7012,508,674,210,50,0,1,3.86,8.28,4.27
644,644GA,sun city,18,2015-10-01,0,5492,4613,394,293,172,19,1,0,4.12,5.01,7.59
644,644GB,show low,18,2015-10-01,0,877,725,66,34,50,1,1,0,6.45,5.43,0.47
644,644GD,payson,18,2015-10-01,0,60,59,1,0,0,0,0,0,1.03,,0.88
644,644GE,thunderbird,18,2015-10-01,0,2366,2119,85,129,23,10,0,0,4.81,4.54,0.82
644,644GF,globe,18,2015-10-01,0,326,298,12,10,6,0,0,0,1.46,0.00,2.06
644,644GG,northeast phoenix vaclinic,18,2015-10-01,0,463,325,25,69,23,18,3,0,15.61,24.71,0.75
649,99999,northern arizona hcs,18,2015-10-01,0,16915,15191,698,575,334,78,17,22,2.47,8.16,0.72
649,649,bob stump vamc,18,2015-10-01,1,12408,11166,440,408,286,69,17,22,1.85,8.20,1.00
649,649GA,kingman,18,2015-10-01,0,1247,1069,90,53,31,4,0,0,5.42,4.92,0.00
649,649GB,flagstaff,18,2015-10-01,0,869,726,93,47,3,0,0,0,3.33,9.22,0.00
649,649GC,lake havasu,18,2015-10-01,0,1241,1211,16,6,7,1,0,0,0.77,4.90,0.00
649,649GD,anthem,18,2015-10-01,0,481,422,39,18,2,0,0,0,3.68,1.29,0.00
649,649GE,cottonwood,18,2015-10-01,0,669,597,20,43,5,4,0,0,4.58,1.40,0.00
678,99999,southern arizona hcs,18,2015-10-01,0,38633,32393,2215,2383,1208,358,60,16,5.75,6.17,3.79
678,678,tucson vamc,18,2015-10-01,1,28472,23588,1645,1936,1013,241,46,3,5.80,6.90,2.88
678,678GA,sierra vista,18,2015-10-01,0,2265,1864,148,116,78,59,0,0,6.59,4.03,11.61
678,678GB,yuma,18,2015-10-01,0,1539,1437,35,44,8,2,4,9,5.57,1.59,0.65
678,678GC,casa grande,18,2015-10-01,0,1991,1780,65,62,35,37,8,4,6.30,2.26,6.55
678,678GD,safford,18,2015-10-01,0,312,245,22,36,9,0,0,0,5.66,4.40,8.12
678,678GE,green valley,18,2015-10-01,0,499,429,21,23,18,7,1,0,4.59,3.74,11.19
678,678GF,northwest tucson vaclinic,18,2015-10-01,0,1837,1579,145,96,17,0,0,0,3.71,3.23,0.02
678,678GG,southeast tucson vaclinic,18,2015-10-01,0,1651,1405,133,70,30,12,1,0,7.01,2.12,3.87
678,678MA,ides davis-monthanafb,18,2015-10-01,0,31,31,0,0,0,0,0,0,,0.00,
678,678MB,ides fort huachuca,18,2015-10-01,0,36,35,1,0,0,0,0,0,,0.30,
756,99999,"el paso, tx",18,2015-10-01,0,21780,17330,1574,1560,1075,222,16,3,6.74,6.62,8.16
756,756,el paso va clinic,18,2015-10-01,1,18043,14293,1292,1268,975,200,12,3,9.06,6.45,8.15
756,756GA,las cruces,18,2015-10-01,0,1763,1585,61,68,35,10,4,0,2.10,5.13,6.49
756,756GB,el paso eastside,18,2015-10-01,0,1592,1348,98,85,49,12,0,0,3.74,2.71,9.29
756,756MA,ides fort bliss,18,2015-10-01,0,382,104,123,139,16,0,0,0,,13.86,13.15
436,99999,montana hcs,19,2015-10-01,0,25544,23014,705,899,561,218,91,56,3.63,6.73,2.71
436,436,fort harrison va medicalcenter,19,2015-10-01,1,8925,7654,271,404,320,158,71,47,10.91,7.84,2.92
436,436GA,anaconda,19,2015-10-01,0,341,321,5,8,7,0,0,0,1.75,6.60,0.00
436,436GB,great falls,19,2015-10-01,0,2244,2015,87,100,37,4,1,0,2.61,2.35,6.66
436,436GC,missoula,19,2015-10-01,0,3636,3330,86,113,67,25,11,4,3.00,5.73,1.89
436,436GD,bozeman,19,2015-10-01,0,1507,1379,53,55,7,9,3,1,1.44,8.27,2.01
436,436GF,kalispell,19,2015-10-01,0,2350,2192,47,47,44,18,1,1,2.34,12.31,2.22
436,436GH,billings,19,2015-10-01,0,4464,4127,105,146,75,4,4,3,0.75,5.00,1.96
436,436GI,glasgow,19,2015-10-01,0,221,213,8,0,0,0,0,0,0.65,2.80,0.00
436,436GJ,miles city va clinic,19,2015-10-01,0,576,528,27,19,2,0,0,0,2.47,0.39,0.00
436,436GK,glendive,19,2015-10-01,0,164,160,2,1,1,0,0,0,1.02,,1.25
436,436GL,cut bank,19,2015-10-01,0,297,289,4,3,1,0,0,0,1.08,0.00,0.00
436,436GM,lewistown,19,2015-10-01,0,332,321,9,2,0,0,0,0,0.79,0.00,0.00
436,436HC,merril lundman vaopc,19,2015-10-01,0,476,474,1,1,0,0,0,0,0.13,0.00,0.27
436,436MA,ides malmstrom afb,19,2015-10-01,0,11,11,0,0,0,0,0,0,,0.00,
442,99999,"cheyenne, wy",19,2015-10-01,0,14916,12163,859,1080,619,155,25,15,4.09,6.43,4.79
442,442,cheyenne va medicalcenter,19,2015-10-01,1,8686,6986,538,665,341,124,17,15,5.10,6.85,4.72
442,442GB,sidney,19,2015-10-01,0,139,119,9,10,1,0,0,0,2.83,0.00,5.10
442,442GC,fort collins,19,2015-10-01,0,3313,2699,167,247,176,17,7,0,3.33,6.46,5.68
442,442GD,greeley,19,2015-10-01,0,2491,2122,129,142,90,7,1,0,2.23,4.69,3.91
442,442HK,wheatland va mobileclinic,19,2015-10-01,0,287,237,16,16,11,7,0,0,5.78,,3.38
554,99999,"denver, co",19,2015-10-01,0,55339,44565,2986,3998,2403,823,355,209,7.42,10.38,5.51
554,554,denver va medicalcenter,19,2015-10-01,1,29113,23994,1518,1952,1059,347,160,83,4.74,8.94,5.47
554,5549AB,vanurs pueblo,19,2015-10-01,0,2,0,0,0,2,0,0,0,,,
554,554GB,aurora,19,2015-10-01,0,2231,2006,67,94,59,2,0,3,3.19,13.83,0.00
554,554GC,golden,19,2015-10-01,0,5814,4744,342,465,226,26,8,3,4.63,8.71,1.84
554,554GD,pueblo,19,2015-10-01,0,5330,4208,282,407,291,95,38,9,6.12,13.24,7.37
554,554GE,pfc floyd klindstrom va clinic,19,2015-10-01,0,11246,8421,636,889,702,346,148,104,16.65,16.21,6.40
554,554GF,alamosa,19,2015-10-01,0,540,398,33,73,21,7,1,7,12.06,5.12,3.79
554,554GG,la junta,19,2015-10-01,0,512,472,19,17,4,0,0,0,0.93,5.57,6.03
554,554GH,lamar,19,2015-10-01,0,109,86,14,8,1,0,0,0,5.12,0.00,3.57
554,554GI,burlington,19,2015-10-01,0,116,90,18,8,0,0,0,0,5.21,0.00,6.91
554,554MA,ides fort carson,19,2015-10-01,0,326,146,57,85,38,0,0,0,,11.00,17.71
575,99999,"grand junction, co",19,2015-10-01,0,9216,7427,540,589,395,176,51,38,6.20,12.13,1.80
575,575,grand junction vamc,19,2015-10-01,1,8396,6728,486,544,377,173,51,37,6.88,12.85,1.76
575,575GA,montrose,19,2015-10-01,0,705,605,48,30,18,3,0,1,2.66,5.36,1.83
575,575GB,major william edwardadams va clinic,19,2015-10-01,0,115,94,6,15,0,0,0,0,4.53,3.50,5.75
660,99999,"salt lake city, ut",19,2015-10-01,0,29737,23780,1646,2414,1391,373,89,44,3.92,9.67,3.18
660,660,george e. wahlen vamc,19,2015-10-01,1,21401,16161,1306,2169,1291,353,85,36,6.92,9.66,3.22
660,660GA,pocatello,19,2015-10-01,0,2006,1858,70,51,19,8,0,0,2.52,22.62,2.21
660,660GB,ogden,19,2015-10-01,0,2130,1894,127,81,23,3,0,2,3.04,7.29,3.85
660,660GC,ely,19,2015-10-01,0,68,68,0,0,0,0,0,0,0.00,,
660,660GD,roosevelt,19,2015-10-01,0,119,115,2,1,1,0,0,0,0.00,5.33,5.72
660,660GE,orem,19,2015-10-01,0,1428,1307,49,50,15,4,3,0,2.36,14.43,3.31
660,660GG,st. george,19,2015-10-01,0,1350,1284,9,20,31,2,1,3,1.72,9.37,3.42
660,660GJ,western salt lake,19,2015-10-01,0,1120,999,73,34,10,1,0,3,2.73,8.65,2.94
660,660GK,"elko, nv",19,2015-10-01,0,82,62,9,8,1,2,0,0,5.88,11.43,0.00
660,660MA,ides hill afb,19,2015-10-01,0,33,32,1,0,0,0,0,0,0.00,0.40,0.00
666,99999,"sheridan, wy",19,2015-10-01,0,6330,5766,221,248,72,19,2,2,2.42,6.29,0.97
666,666,sheridan va medicalcenter,19,2015-10-01,1,3309,2932,139,168,61,8,0,1,3.44,6.63,0.92
666,666GB,casper,19,2015-10-01,0,789,722,43,23,1,0,0,0,1.58,6.69,2.32
666,666GC,riverton,19,2015-10-01,0,770,722,18,20,3,5,2,0,2.21,2.39,1.19
666,666GD,powell,19,2015-10-01,0,403,376,9,7,6,5,0,0,2.97,8.00,0.08
666,666GE,gillette,19,2015-10-01,0,496,465,8,22,0,1,0,0,1.91,1.94,0.06
666,666GF,rock springs,19,2015-10-01,0,563,549,4,8,1,0,0,1,1.24,0.00,0.53
463,99999,"anchorage, ak",20,2015-10-01,0,8411,7828,184,258,118,15,6,2,3.00,1.81,1.37
463,463,alaska va medicalcenter,20,2015-10-01,1,5782,5326,134,206,97,12,5,2,4.79,1.78,0.51
463,463BU,anchorage dchv,20,2015-10-01,0,440,433,6,0,1,0,0,0,,,3.56
463,463GA,fairbanks,20,2015-10-01,0,579,500,22,35,18,3,1,0,2.84,3.50,5.74
463,463GB,kenai,20,2015-10-01,0,1043,1019,13,9,2,0,0,0,0.45,1.32,0.84
463,463GC,mat-su,20,2015-10-01,0,567,550,9,8,0,0,0,0,0.76,,0.96
531,99999,"boise, id",20,2015-10-01,0,21114,18177,684,1126,823,176,65,63,1.51,9.31,0.52
531,531,boise va medical center,20,2015-10-01,1,18354,15588,608,1044,812,174,65,63,1.30,9.49,0.61
531,531GE,twin falls,20,2015-10-01,0,1155,1110,31,14,0,0,0,0,1.38,0.87,0.04
531,531GG,caldwell,20,2015-10-01,0,1586,1460,45,68,11,2,0,0,2.84,5.08,0.39
531,531MA,ides mt home afb,20,2015-10-01,0,16,16,0,0,0,0,0,0,,0.00,0.00
531,531MB,ides idaho ang,20,2015-10-01,0,3,3,0,0,0,0,0,0,,0.00,0.00
648,99999,"portland, or",20,2015-10-01,0,49803,39730,2960,3761,2588,595,115,54,8.60,9.10,2.25
648,648,portland va medicalcenter,20,2015-10-01,1,26400,21973,1303,1496,1196,305,77,50,8.46,8.80,0.66
648,648A4,vancouver,20,2015-10-01,0,7548,5547,513,728,612,129,15,4,14.93,10.25,3.26
