station_id,facility_id,name,visn_id,ref_date,main_facility,new_enrollee,ewl_count,ewl_under_14,ewl_under_30,ewl_under_60,ewl_under_90,ewl_under_120,ewl_over_120
644,644BY,southeast,18,2015-07-01,0,0,2,0,0,1,1,0,0
644,644GA,sun city,18,2015-07-01,0,0,0,0,0,0,0,0,0
644,644GB,show low,18,2015-07-01,0,0,0,0,0,0,0,0,0
644,644GD,payson (gila county),18,2015-07-01,0,0,0,0,0,0,0,0,0
644,644GE,thunderbird,18,2015-07-01,0,0,0,0,0,0,0,0,0
644,644GF,globe,18,2015-07-01,0,0,0,0,0,0,0,0,0
644,644GG,northeast phoenix,18,2015-07-01,0,0,0,0,0,0,0,0,0
649,99999,northern arizona hcs,18,2015-07-01,0,8,1581,200,139,244,244,224,521
649,649,prescott,18,2015-07-01,1,0,1581,200,139,244,244,224,521
649,649GA,kingman,18,2015-07-01,0,0,0,0,0,0,0,0,0
649,649GB,flagstaff,18,2015-07-01,0,0,0,0,0,0,0,0,0
649,649GC,lake havasu,18,2015-07-01,0,0,0,0,0,0,0,0,0
649,649GD,anthem,18,2015-07-01,0,0,0,0,0,0,0,0,0
649,649GE,cottonwood (yavapai county),18,2015-07-01,0,0,0,0,0,0,0,0,0
678,99999,southern arizona hcs,18,2015-07-01,0,2,145,49,38,27,15,5,11
678,678,tucson,18,2015-07-01,1,0,121,46,28,24,13,1,9
678,678GA,sierra vista,18,2015-07-01,0,0,15,1,5,2,2,3,2
678,678GB,yuma,18,2015-07-01,0,0,2,1,1,0,0,0,0
678,678GC,casa grande,18,2015-07-01,0,0,7,1,4,1,0,1,0
678,678GD,safford,18,2015-07-01,0,0,0,0,0,0,0,0,0
678,678GE,green valley,18,2015-07-01,0,0,0,0,0,0,0,0,0
678,678GF,northwest cboc,18,2015-07-01,0,0,0,0,0,0,0,0,0
678,678GG,southeast cboc,18,2015-07-01,0,0,0,0,0,0,0,0,0
678,678MA,ides davis-monthan afb,18,2015-07-01,0,0,0,0,0,0,0,0,0
678,678MB,ides fort huachuca,18,2015-07-01,0,0,0,0,0,0,0,0,0
756,99999,"el paso, tx",18,2015-07-01,0,0,29,25,2,0,0,1,1
756,756,el paso hcs,18,2015-07-01,1,0,28,24,2,0,0,1,1
756,756GA,las cruces,18,2015-07-01,0,0,0,0,0,0,0,0,0
756,756GB,el paso eastside cboc,18,2015-07-01,0,0,1,1,0,0,0,0,0
756,756MA,ides fort bliss,18,2015-07-01,0,0,0,0,0,0,0,0,0
436,99999,mntana hcs,19,2015-07-01,0,19,24,17,6,0,0,0,1
436,436,"fort harrison, mt",19,2015-07-01,1,0,20,14,6,0,0,0,0
436,436GA,anaconda,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GB,great falls,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GC,missoula,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GD,bozeman,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GF,kalispell,19,2015-07-01,0,0,1,0,0,0,0,0,1
436,436GH,billings,19,2015-07-01,0,0,3,3,0,0,0,0,0
436,436GI,glasgow,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GJ,"miles city, mt cboc",19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GK,"glendive, mt cboc",19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GL,cut bank,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436GM,lewistown cboc,19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436HC,"436hc havre,mt (orc)",19,2015-07-01,0,0,0,0,0,0,0,0,0
436,436MA,ides malmstrom afb,19,2015-07-01,0,0,0,0,0,0,0,0,0
442,99999,"chyenne, wy",19,2015-07-01,0,2,65,21,31,4,6,1,2
442,442,cheyenne,19,2015-07-01,1,0,58,21,24,4,6,1,2
442,442GB,sidney,19,2015-07-01,0,0,0,0,0,0,0,0,0
442,442GC,fort collins,19,2015-07-01,0,0,7,0,7,0,0,0,0
442,442GD,greeley,19,2015-07-01,0,0,0,0,0,0,0,0,0
442,442HK,r&c healthcare moc wy,19,2015-07-01,0,0,0,0,0,0,0,0,0
554,99999,"denver, co",19,2015-07-01,0,42,2347,946,567,663,87,45,37
554,554,eastern colorado hcs,19,2015-07-01,1,0,745,347,202,149,21,22,4
554,5549AB,vanurs pueblo,19,2015-07-01,0,0,0,0,0,0,0,0,0
554,554GB,aurora,19,2015-07-01,0,0,6,6,0,0,0,0,0
554,554GC,golden clinic,19,2015-07-01,0,0,77,31,9,31,5,0,1
554,554GD,pueblo,19,2015-07-01,0,0,32,7,6,0,4,6,9
554,554GE,colorado springs,19,2015-07-01,0,0,1487,555,350,483,57,17,23
554,554GF,alamosa,19,2015-07-01,0,0,0,0,0,0,0,0,0
554,554GG,la junta,19,2015-07-01,0,0,0,0,0,0,0,0,0
554,554GH,lamar,19,2015-07-01,0,0,0,0,0,0,0,0,0
554,554GI,burlington cboc,19,2015-07-01,0,0,0,0,0,0,0,0,0
554,554MA,ides fort carson,19,2015-07-01,0,0,0,0,0,0,0,0,0
575,99999,"grand junction, co",19,2015-07-01,0,30,5,3,1,0,1,0,0
575,575,grand junction,19,2015-07-01,1,0,5,3,1,0,1,0,0
575,575GA,montrose,19,2015-07-01,0,0,0,0,0,0,0,0,0
575,575GB,craig telehealth outreach clinic,19,2015-07-01,0,0,0,0,0,0,0,0,0
660,99999,"salt lake city, ut",19,2015-07-01,0,48,896,56,122,197,196,122,198
660,660,salt lake city hcs - george e. wahle,19,2015-07-01,1,0,869,47,119,188,190,122,198
660,660GA,pocatello,19,2015-07-01,0,0,27,9,3,9,6,0,0
660,660GB,ogden,19,2015-07-01,0,0,0,0,0,0,0,0,0
660,660GD,roosevelt,19,2015-07-01,0,0,0,0,0,0,0,0,0
660,660GE,orem,19,2015-07-01,0,0,0,0,0,0,0,0,0
660,660GG,st. george,19,2015-07-01,0,0,0,0,0,0,0,0,0
660,660GJ,west valley city,19,2015-07-01,0,0,0,0,0,0,0,0,0
660,660GK,"elko, nv",19,2015-07-01,0,0,0,0,0,0,0,0,0
660,660MA,ides hill afb,19,2015-07-01,0,0,0,0,0,0,0,0,0
666,99999,"shridan, wy",19,2015-07-01,0,7,40,0,0,0,6,16,16
666,666,sheridan,19,2015-07-01,1,0,40,0,0,0,6,16,16
666,666GB,casper,19,2015-07-01,0,0,0,0,0,0,0,0,0
666,666GC,riverton,19,2015-07-01,0,0,0,0,0,0,0,0,0
666,666GD,powell,19,2015-07-01,0,0,0,0,0,0,0,0,0
666,666GE,gillette,19,2015-07-01,0,0,0,0,0,0,0,0,0
666,666GF,rock springs,19,2015-07-01,0,0,0,0,0,0,0,0,0
463,99999,"anchorage, ak",20,2015-07-01,0,80,33,25,3,4,1,0,0
463,463,alaska va healthcare system,20,2015-07-01,1,0,29,25,1,3,0,0,0
463,463BU,anchorage dchv,20,2015-07-01,0,0,0,0,0,0,0,0,0
463,463GA,fairbanks,20,2015-07-01,0,0,1,0,0,0,1,0,0
463,463GB,kenai,20,2015-07-01,0,0,1,0,0,1,0,0,0
463,463GC,mat-su,20,2015-07-01,0,0,2,0,2,0,0,0,0
531,99999,"boise, id",20,2015-07-01,0,2,311,41,143,67,29,14,17
531,531,boise,20,2015-07-01,1,0,311,41,143,67,29,14,17
531,531GE,twin falls,20,2015-07-01,0,0,0,0,0,0,0,0,0
531,531GG,canyon county,20,2015-07-01,0,0,0,0,0,0,0,0,0
531,531MA,ides mt home afb,20,2015-07-01,0,0,0,0,0,0,0,0,0
531,531MB,ides idaho ang,20,2015-07-01,0,0,0,0,0,0,0,0,0
648,99999,"portland, or",20,2015-07-01,0,1,2872,1122,290,199,499,239,520
648,648,portland,20,2015-07-01,1,0,2679,1091,274,183,480,218,430
648,648A4,vancouver,20,2015-07-01,0,0,146,30,13,16,17,18,52
648,648BU,vadom vancouver,20,2015-07-01,0,0,0,0,0,0,0,0,0
648,648GA,bend,20,2015-07-01,0,0,32,0,0,0,2,1,29
648,648GB,salem,20,2015-07-01,0,0,7,1,3,0,0,1,2
648,648GD,north coast,20,2015-07-01,0,0,1,0,0,0,0,0,1
648,648GE,east portland,20,2015-07-01,0,0,0,0,0,0,0,0,0
648,648GF,hillsboro,20,2015-07-01,0,0,5,0,0,0,0,1,4
648,648GG,west linn,20,2015-07-01,0,0,2,0,0,0,0,0,2
653,99999,"roseburg, or",20,2015-07-01,0,51,790,253,105,275,34,54,64
653,653,roseburg hcs,20,2015-07-01,1,0,671,174,82,271,28,51,60
653,653BY,eugene,20,2015-07-01,0,0,84,55,19,3,4,2,1
653,653GA,north bend,20,2015-07-01,0,0,31,20,4,1,2,1,3
653,653GB,brookings,20,2015-07-01,0,0,4,4,0,0,0,0,0
663,99999,"va puget sound, wa",20,2015-07-01,0,17,1553,414,234,307,285,68,242
663,663,seattle,20,2015-07-01,1,0,540,47,53,84,85,41,229
663,663A4,american lake,20,2015-07-01,0,0,651,286,115,136,98,14,2
663,663GA,king county,20,2015-07-01,0,0,0,0,0,0,0,0,0
663,663GB,bremerton (kipsap county),20,2015-07-01,0,0,104,26,18,21,13,13,11
663,663GC,bellingham area (whatcom coun,20,2015-07-01,0,0,257,54,48,66,89,0,0
663,663GD,south sound,20,2015-07-01,0,0,1,1,0,0,0,0,0
663,663HK,"puget sound mmu, wa",20,2015-07-01,0,0,0,0,0,0,0,0,0
663,663MA,ides fort lewis,20,2015-07-01,0,0,0,0,0,0,0,0,0
668,99999,"spkane, wa",20,2015-07-01,0,46,30,16,8,6,0,0,0
668,668,spokane,20,2015-07-01,1,0,29,15,8,6,0,0,0
668,668GA,wenatchee cboc,20,2015-07-01,0,0,0,0,0,0,0,0,0
668,668GB,north idaho,20,2015-07-01,0,0,1,1,0,0,0,0,0
668,668HK,spokane mobile opc,20,2015-07-01,0,0,0,0,0,0,0,0,0
687,99999,"walla walla, wa",20,2015-07-01,0,32,99,21,44,10,6,4,14
687,687,walla walla,20,2015-07-01,1,0,82,19,44,5,4,2,8
687,687GA,richland wa,20,2015-07-01,0,0,1,1,0,0,0,0,0
687,687GB,lewiston,20,2015-07-01,0,0,2,0,0,1,0,1,0
687,687GC,la grande,20,2015-07-01,0,0,4,0,0,1,2,0,1
687,687HA,yakima,20,2015-07-01,0,0,10,1,0,3,0,1,5
692,99999,"white city, or",20,2015-07-01,0,16,85,28,10,13,11,5,18
692,692,southern oregon rehabilitation ctr,20,2015-07-01,1,0,83,28,10,13,10,4,18
692,692GA,klamath falls,20,2015-07-01,0,0,2,0,0,0,1,1,0
692,692GB,grants pass,20,2015-07-01,0,0,0,0,0,0,0,0,0
358,99999,"manila, pi",21,2015-07-01,0,17,168,150,1,5,4,1,7
358,358,manila,21,2015-07-01,1,0,168,150,1,5,4,1,7
459,99999,"honolulu, hi",21,2015-07-01,0,8,9,0,2,4,0,0,3
459,459,pacific islands hcs (honolulu),21,2015-07-01,1,0,0,0,0,0,0,0,0
459,459GA,maui clinic,21,2015-07-01,0,0,2,0,2,0,0,0,0
459,459GB,hilo clinic,21,2015-07-01,0,0,0,0,0,0,0,0,0
459,459GC,kona clinic,21,2015-07-01,0,0,2,0,0,1,0,0,1
459,459GD,kauai clinic,21,2015-07-01,0,0,3,0,0,1,0,0,2
459,459GE,guam clinic,21,2015-07-01,0,0,2,0,0,2,0,0,0
459,459GF,american samoa clinic,21,2015-07-01,0,0,0,0,0,0,0,0,0
459,459GG,leeward oahu,21,2015-07-01,0,0,0,0,0,0,0,0,0
570,99999,"fresno, ca",21,2015-07-01,0,2,30,22,5,3,0,0,0
570,570,fresno,21,2015-07-01,1,0,30,22,5,3,0,0,0
570,570GA,merced,21,2015-07-01,0,0,0,0,0,0,0,0,0
570,570GB,tulare,21,2015-07-01,0,0,0,0,0,0,0,0,0
570,570GC,oakhurst,21,2015-07-01,0,0,0,0,0,0,0,0,0
612,99999,"n. california, ca",21,2015-07-01,0,65,688,373,84,145,56,21,9
612,612,n. california hcs-martinez,21,2015-07-01,1,0,0,0,0,0,0,0,0
612,612A4,n. california hcs-sacramento,21,2015-07-01,0,0,624,331,84,135,48,21,5
612,612B4,redding,21,2015-07-01,0,0,10,3,0,4,2,0,1
612,612BY,oakland,21,2015-07-01,0,0,0,0,0,0,0,0,0
612,612GD,fairfield,21,2015-07-01,0,0,0,0,0,0,0,0,0
612,612GE,vallejo/mare island,21,2015-07-01,0,0,1,0,0,1,0,0,0
612,612GF,martinez,21,2015-07-01,0,0,43,37,0,3,0,0,3
612,612GG,chico,21,2015-07-01,0,0,8,0,0,2,6,0,0
612,612GH,mcclellan,21,2015-07-01,0,0,2,2,0,0,0,0,0
612,612GI,yuba city,21,2015-07-01,0,0,0,0,0,0,0,0,0
640,99999,"palalto, ca",21,2015-07-01,0,17,685,80,96,61,106,56,282
640,640,palo alto-palo alto,21,2015-07-01,1,0,172,59,48,23,9,6,27
640,640A0,palo alto-menlo pk,21,2015-07-01,0,0,0,0,0,0,0,0,0
640,640A4,livermore,21,2015-07-01,0,0,508,19,48,38,94,50,255
640,640BY,san jose,21,2015-07-01,0,0,2,2,0,0,0,0,0
640,640GA,palo alto hcs- capitola,21,2015-07-01,0,0,0,0,0,0,0,0,0
640,640GB,sonora (tuolumne county),21,2015-07-01,0,0,0,0,0,0,0,0,0
640,640GC,fremont,21,2015-07-01,0,0,0,0,0,0,0,0,0
640,640HA,stockton,21,2015-07-01,0,0,3,0,0,0,3,0,0
640,640HB,modesto,21,2015-07-01,0,0,0,0,0,0,0,0,0
640,640HC,monterey,21,2015-07-01,0,0,0,0,0,0,0,0,0
654,99999,"reno, nv",21,2015-07-01,0,42,57,18,4,17,7,6,5
654,654,sierra nevada hcs,21,2015-07-01,1,0,52,17,4,16,7,5,3
654,654GA,sierra foothills,21,2015-07-01,0,0,0,0,0,0,0,0,0
654,654GB,carson valley,21,2015-07-01,0,0,3,0,0,0,0,1,2
654,654GC,lahontan valley,21,2015-07-01,0,0,0,0,0,0,0,0,0
654,654GD,diamond view,21,2015-07-01,0,0,2,1,0,1,0,0,0
662,99999,"san francisco, ca",21,2015-07-01,0,54,305,110,44,76,45,7,23
662,662,san francisco,21,2015-07-01,1,0,223,61,41,68,40,5,8
662,662GA,santa rosa,21,2015-07-01,0,0,34,10,1,4,3,2,14
662,662GC,eureka,21,2015-07-01,0,0,9,1,2,3,2,0,1
662,662GD,ukiah,21,2015-07-01,0,0,39,38,0,1,0,0,0
662,662GE,northern san bruno cboc,21,2015-07-01,0,0,0,0,0,0,0,0,0
662,662GF,san francisco cboc,21,2015-07-01,0,0,0,0,0,0,0,0,0
662,662GG,clearlake cboc,21,2015-07-01,0,0,0,0,0,0,0,0,0
593,99999,"las vegas, nv",22,2015-07-01,0,51,2007,733,456,302,193,163,157
593,593,southern nevada hcs,22,2015-07-01,1,0,1995,721,456,302,193,163,157
593,593GC,pahrump,22,2015-07-01,0,0,0,0,0,0,0,0,0
593,593GD,northwest pcc,22,2015-07-01,0,0,1,1,0,0,0,0,0
593,593GE,southeast pcc,22,2015-07-01,0,0,0,0,0,0,0,0,0
593,593GF,southwest pcc,22,2015-07-01,0,0,0,0,0,0,0,0,0
593,593GG,northeast pcc,22,2015-07-01,0,0,0,0,0,0,0,0,0
593,593GH,laughlin,22,2015-07-01,0,0,11,11,0,0,0,0,0
600,99999,"long beach, ca",22,2015-07-01,0,36,907,228,261,247,132,29,8
600,600,long beach hcs,22,2015-07-01,1,0,904,226,261,247,131,29,8
600,600GA,anaheim,22,2015-07-01,0,0,0,0,0,0,0,0,0
600,600GB,santa ana,22,2015-07-01,0,0,0,0,0,0,0,0,0
600,600GC,cabrillo (long beach),22,2015-07-01,0,0,0,0,0,0,0,0,0
600,600GD,santa fe springs/whittier,22,2015-07-01,0,0,2,1,0,0,1,0,0
600,600GE,laguna hills,22,2015-07-01,0,0,1,1,0,0,0,0,0
605,99999,"loma linda, ca",22,2015-07-01,0,33,545,310,135,31,56,9,4
605,605,loma linda vamc,22,2015-07-01,1,0,517,301,130,24,52,6,4
605,605GA,victorville,22,2015-07-01,0,0,1,1,0,0,0,0,0
605,605GB,murrieta,22,2015-07-01,0,0,10,1,4,4,0,1,0
605,605GC,palm desert,22,2015-07-01,0,0,5,2,0,1,2,0,0
605,605GD,corona (riverside county) ca,22,2015-07-01,0,0,4,0,0,1,2,1,0
605,605GE,rancho cucamonga,22,2015-07-01,0,0,8,5,1,1,0,1,0
664,99999,"san diego, ca",22,2015-07-01,0,1,707,126,168,109,108,105,89
664,664,san diego hcs,22,2015-07-01,1,0,644,114,166,104,83,90,85
664,664BU,san diego domiciliary,22,2015-07-01,0,0,0,0,0,0,0,0,0
664,664BY,mission valley,22,2015-07-01,0,0,34,8,1,2,10,9,4
664,664GA,imperial valley,22,2015-07-01,0,0,0,0,0,0,0,0,0
664,664GB,oceanside,22,2015-07-01,0,0,28,3,1,3,15,6,0
664,664GC,chula vista,22,2015-07-01,0,0,0,0,0,0,0,0,0
664,664GD,escondido,22,2015-07-01,0,0,1,1,0,0,0,0,0
691,99999,greater los angeles hcs,22,2015-07-01,0,42,569,38,52,44,29,67,335
691,691,"west los angeles, ca",22,2015-07-01,1,0,540,38,49,40,26,61,322
691,691A4,sepulveda,22,2015-07-01,0,0,29,0,3,4,3,6,13
691,691GB,santa barbara,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GC,gardena,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GD,bakersfield,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GE,los angeles,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GF,east los angeles clinic,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GG,antelope valley,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GK,san luis obispo,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GL,santa maria,22,2015-07-01,0,0,0,0,0,0,0,0,0
691,691GM,port hueneme (oxnard),22,2015-07-01,0,0,0,0,0,0,0,0,0
437,99999,"fago, nd",23,2015-07-01,0,13,31,26,1,0,1,1,2
437,437,fargo va health care system,23,2015-07-01,1,0,27,24,1,0,0,0,2
437,437GA,grafton,23,2015-07-01,0,0,0,0,0,0,0,0,0
437,437GB,bismarck nd,23,2015-07-01,0,0,1,1,0,0,0,0,0
437,437GC,fergus falls,23,2015-07-01,0,0,0,0,0,0,0,0,0
437,437GD,minot,23,2015-07-01,0,0,3,1,0,0,1,1,0
437,437GE,bemidji cboc,23,2015-07-01,0,0,0,0,0,0,0,0,0
437,437GF,williston cboc nd,23,2015-07-01,0,0,0,0,0,0,0,0,0
437,437GI,grand forks,23,2015-07-01,0,0,0,0,0,0,0,0,0
438,99999,"sioux falls, sd",23,2015-07-01,0,2,5,3,0,0,0,1,1
438,438,sioux falls,23,2015-07-01,1,0,5,3,0,0,0,1,1
438,438GA,spirit lake cboc,23,2015-07-01,0,0,0,0,0,0,0,0,0
438,438GC,sioux city,23,2015-07-01,0,0,0,0,0,0,0,0,0
438,438GD,aberdeen (brown county),23,2015-07-01,0,0,0,0,0,0,0,0,0
438,438GE,wagner,23,2015-07-01,0,0,0,0,0,0,0,0,0
438,438GF,watertown,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,99999,"black hills hcs, sd",23,2015-07-01,0,0,13,3,3,4,2,0,1
568,568,fort meade,23,2015-07-01,1,0,3,1,0,0,1,0,1
568,568A4,hot springs,23,2015-07-01,0,0,10,2,3,4,1,0,0
568,568GA,rapid city sd,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568GB,pierre,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HA,newcastle,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HB,gordon cboc,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HF,pine ridge,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HH,gering sd,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HJ,rosebud,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HK,mclaughlin,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HM,eagle butte sd,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568HP,winner,23,2015-07-01,0,0,0,0,0,0,0,0,0
568,568MA,ides ellsworth afb,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,99999,"minneapolis, mn",23,2015-07-01,0,21,33,26,3,4,0,0,0
618,618,minneapolis,23,2015-07-01,1,0,32,26,3,3,0,0,0
618,618BY,superior,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GA,mankato mn,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GB,hibbing,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GD,maplewood (st. paul),23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GE,chippewa valley,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GG,rochester,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GH,hayward/rice lake va opc,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GI,northwest metro va opc,23,2015-07-01,0,0,1,0,0,1,0,0,0
618,618GJ,shakopee,23,2015-07-01,0,0,0,0,0,0,0,0,0
618,618GK,albert lea,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A6,99999,"central iowa, ia",23,2015-07-01,0,20,121,26,22,42,24,0,7
636A6,636A6,des moines,23,2015-07-01,1,0,67,13,11,28,15,0,0
636A6,636BU,vadom des moines ia,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A6,636GC,mason city,23,2015-07-01,0,0,54,13,11,14,9,0,7
636A6,636GD,marshalltown,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A6,636GK,fort dodge,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A6,636GM,carroll,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A6,636GR,knoxville,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,99999,"iowa city, ia",23,2015-07-01,0,3,59,13,3,19,15,6,3
636A8,636A8,iowa city,23,2015-07-01,1,0,42,6,3,17,15,0,1
636A8,636GF,bettendorf,23,2015-07-01,0,0,17,7,0,2,0,6,2
636A8,636GG,quincy,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GH,waterloo,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GI,lane a evans va clinic,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GJ,dubuque,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GN,cedar rapids,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GS,ottumwa,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GT,sterling,23,2015-07-01,0,0,0,0,0,0,0,0,0
636A8,636GU,decorah,23,2015-07-01,0,0,0,0,0,0,0,0,0
636,99999,"nebraska-w iowa, ne",23,2015-07-01,0,23,209,108,37,18,9,12,25
636,636,omaha,23,2015-07-01,1,0,169,103,28,12,4,4,18
636,636A4,grand island,23,2015-07-01,0,0,15,1,0,0,0,8,6
636,636A5,lincoln,23,2015-07-01,0,0,23,3,9,6,5,0,0
636,636BX,omaha domiciliary,23,2015-07-01,0,0,0,0,0,0,0,0,0
636,636GA,norfolk ne,23,2015-07-01,0,0,0,0,0,0,0,0,0
636,636GB,north platte,23,2015-07-01,0,0,2,1,0,0,0,0,1
636,636GL,bellevue,23,2015-07-01,0,0,0,0,0,0,0,0,0
636,636GP,"shenandoah,ia cboc",23,2015-07-01,0,0,0,0,0,0,0,0,0
636,636GQ,holdrege,23,2015-07-01,0,0,0,0,0,0,0,0,0
656,99999,"st. cloud, mn",23,2015-07-01,0,2,33,13,5,5,4,0,6
656,656,st cloud va health care system,23,2015-07-01,1,0,28,9,4,5,4,0,6
656,656GA,brainerd,23,2015-07-01,0,0,0,0,0,0,0,0,0
656,656GB,western central minnesota,23,2015-07-01,0,0,0,0,0,0,0,0,0
656,656GC,max j. beilke,23,2015-07-01,0,0,5,4,1,0,0,0,0
402,99999,"togus, me",01,2014-12-15,0,5,28,15,6,5,0,2,0
402,402,togus,01,2014-12-15,1,0,18,11,4,2,0,1,0
402,402GA,aroostook county (caribou),01,2014-12-15,0,0,0,0,0,0,0,0,0
402,402GB,calais,01,2014-12-15,0,0,0,0,0,0,0,0,0
402,402GC,rumford,01,2014-12-15,0,0,2,2,0,0,0,0,0
402,402GD,saco,01,2014-12-15,0,0,2,1,0,1,0,0,0
402,402GE,lewiston auburn,01,2014-12-15,0,0,1,0,0,1,0,0,0
402,402HB,bangor,01,2014-12-15,0,0,5,1,2,1,0,1,0
402,402HC,portland outreach clinic-cdrp sa,01,2014-12-15,0,0,0,0,0,0,0,0,0
402,402HL,r&c healthcare moc,01,2014-12-15,0,0,0,0,0,0,0,0,0
405,99999,"wite river junction, vt",01,2014-12-15,0,5,10,1,5,1,1,1,1
405,405,white river jct,01,2014-12-15,1,0,3,1,0,0,1,0,1
405,405GA,bennington,01,2014-12-15,0,0,0,0,0,0,0,0,0
405,405GC,brattleboro,01,2014-12-15,0,0,2,0,2,0,0,0,0
405,405HA,burlington lakeside,01,2014-12-15,0,0,0,0,0,0,0,0,0
405,405HC,vicc - st. johnsbury - littleton,01,2014-12-15,0,0,0,0,0,0,0,0,0
405,405HE,keene (orc),01,2014-12-15,0,0,3,0,3,0,0,0,0
405,405HF,rutland,01,2014-12-15,0,0,0,0,0,0,0,0,0
405,405HK,white river,01,2014-12-15,0,0,2,0,0,1,0,1,0
518,99999,"beford, ma",01,2014-12-15,0,22,114,5,3,11,6,11,78
518,518,bedford,01,2014-12-15,1,0,112,5,2,11,5,11,78
518,518GA,lynns/north shore,01,2014-12-15,0,0,0,0,0,0,0,0,0
518,518GB,haverhill,01,2014-12-15,0,0,2,0,1,0,1,0,0
518,518GD,lowell,01,2014-12-15,0,0,0,0,0,0,0,0,0
518,518GE,gloucester,01,2014-12-15,0,0,0,0,0,0,0,0,0
518,518MA,ides hanscom afb,01,2014-12-15,0,0,0,0,0,0,0,0,0
523,99999,"vaboston hcs, ma",01,2014-12-15,0,14,319,85,38,86,32,13,65
523,523,va boston hcs- boston div.,01,2014-12-15,1,0,235,63,22,69,22,8,51
523,523A4,va boston hcs-west roxbury div.,01,2014-12-15,0,0,8,0,2,4,2,0,0
523,523A5,brockton vamc,01,2014-12-15,0,0,62,19,9,9,6,5,14
523,523BY,lowell,01,2014-12-15,0,0,3,0,1,0,2,0,0
523,523BZ,causeway clinic (boston),01,2014-12-15,0,0,8,1,3,4,0,0,0
523,523GA,framingham va primary care uni,01,2014-12-15,0,0,1,1,0,0,0,0,0
523,523GC,quincy,01,2014-12-15,0,0,1,0,1,0,0,0,0
523,523GD,plymouth,01,2014-12-15,0,0,1,1,0,0,0,0,0
523,523MA,ides hanscom afb,01,2014-12-15,0,0,0,0,0,0,0,0,0
608,99999,"mnchester, nh",01,2014-12-15,0,0,26,12,1,4,3,0,6
608,608,manchester,01,2014-12-15,1,0,24,11,1,3,3,0,6
608,608GA,portsmouth,01,2014-12-15,0,0,0,0,0,0,0,0,0
608,608GC,somersworth,01,2014-12-15,0,0,1,0,0,1,0,0,0
608,608GD,conway,01,2014-12-15,0,0,1,1,0,0,0,0,0
608,608HA,tilton,01,2014-12-15,0,0,0,0,0,0,0,0,0
608,608MA,ides manchester vamc,01,2014-12-15,0,0,0,0,0,0,0,0,0
631,99999,vacentral western massachusetts hcs,01,2014-12-15,0,2,173,111,19,18,5,6,14
631,631,va central western massachusetts,01,2014-12-15,1,2,141,100,11,5,5,6,14
631,631BY,springfield,01,2014-12-15,0,0,1,1,0,0,0,0,0
631,631GC,pittsfield,01,2014-12-15,0,0,0,0,0,0,0,0,0
631,631GD,greenfield (franklin county),01,2014-12-15,0,0,0,0,0,0,0,0,0
